"";"Numer.......................................wpisu";"ImiÍ.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesiπc.wniosku";"data";"Czas.rozpatrzenia";"data_miesiac";"pora_roku";"lon";"lat"
"20950";940;"";"";"Na Polance  4C ";"bud.o trzech i wiÍcej mieszkaniach";"budowa wewnetrznej instalacji gazu wraz z montaøem kot≥a gazowego w lokalu mieszkalnym";"inst.wewnÍtrzna";"2015-02-25";"5747/15";"1871/15";"2015-04-22";2015;2;"2015-02-01";41;"2015_02";"Zima";17,0345939;51,1339009
"20951";941;"";"";"MaleczyÒskich Ewy I Karola 129 ";"bud.mieszkalne jednorodzinne";"odmowa";"nowe";"2015-02-11";"4223/15";"1872/15";"2015-04-22";2015;2;"2015-02-01";51;"2015_02";"Zima";16,97728;51,0724208
"20952";942;"";"";"DaszyÒskiego Ignacego  80 ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazowej w lokalu mieszkalnym";"inst.wewnÍtrzna";"2015-03-10";"7446/15";"1876/15";"2015-04-22";2015;3;"2015-03-01";32;"2015_03";"Wiosna";17,0582232;51,1223807
"20953";943;"";"";"Tczewska  11 ";"rurociπgi kanalizac.sieci rozdzielczej";"budowa sieci kanalizacyjnej";"nowe";"2015-03-11";"7689/15";"1877/15";"2015-04-22";2015;3;"2015-03-01";31;"2015_03";"Wiosna";17,102994;51,1324599
"20954";944;"";"";"  ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2015-03-16";"8233/15";"1879/15";"2015-04-22";2015;3;"2015-03-01";28;"2015_03";"Wiosna";17,0385376;51,1078852
"20955";945;"";"";"Roosevelta Franklina  14  ";"bud.o trzech i wiÍcej mieszkaniach";"montaz wewnetrznej instalacji gazu i c.o.w lokalu mieszkalnym";"inst.wewnÍtrzna";"2015-03-23";"9195/15";"1880/15";"2015-04-22";2015;3;"2015-03-01";23;"2015_03";"Wiosna";17,0420858;51,122554
"20956";946;"";"";"Lekcyjna  4B ";"bud.o dwÛch mieszkaniach";"budowa budynku jednorodzinnego";"nowe";"2015-04-13";"11464/15";"1881/15";"2015-04-22";2015;4;"2015-04-01";8;"2015_04";"Wiosna";17,0737929;51,1487679
"20957";947;"";"";"Kie≥czowska  90 ";"bud.kultu religijnego i czynnoúci religijnych";"budowa fundamentÛw wraz z montaøem s≥upÛw i opraw oúwietleniowych na terenie cmentarza";"przebudowa";"2015-04-15";"11764/15";"1882/15";"2015-04-22";2015;4;"2015-04-01";6;"2015_04";"Wiosna";17,1499902;51,1459722
"20958";948;"";"";"Kopernika Miko≥aja 5 ";"bud.biurowe";"przebudowa pomieszczenia biurowego na potrzeby serwerowni systemu informatycznego w budynku";"przebudowa";"2015-04-08";"10866/15";"1886/15";"2015-04-22";2015;4;"2015-04-01";11;"2015_04";"Wiosna";17,083641;51,1069349
"20959";949;"";"";"Na Grobli 1-11 ";"linie elektroener.i telekom.rozdzielcz.";"budowa przy≥πcza elektroenergetycznego n/n  oraz kanaliz. teletechnicznej dla potrzeb urzπdzeÒ kontroli wjazdu,przebud. zjazdu";"przy≥πcze";"2015-02-18";"5054/15";"1887/15";"2015-04-22";2015;2;"2015-02-01";46;"2015_02";"Zima";17,050791;51,1053579
"20960";950;"";"";"Mys≥akowicka  16 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego w zabudowie bliøniaczej";"nowe";"2015-02-13";"4533/15";"1888/15";"2015-04-22";2015;2;"2015-02-01";49;"2015_02";"Zima";16,9021368;51,1459654
"20961";951;"";"";"WyspiaÒskiego Stan.Wyb.  27 ";"bud.szkÛ≥ i instytucji badawczych";"remont i przebudowa pomieszczenia 305a na potrzeby kancelarii tajnej w budynku a1  politechniki wroc≥awskiej";"przebudowa";"2015-04-21";"12459/15";"1890/15";"2015-04-22";2015;4;"2015-04-01";2;"2015_04";"Wiosna";17,0385376;51,1078852
"20962";952;"";"";"Mazepy  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego w zabudowie wolno stojπcej";"nowe";"2015-02-06";"3655/15";"1895/15";"2015-04-23";2015;2;"2015-02-01";55;"2015_02";"Zima";17,1213961;51,1394526
"20963";953;"";"";"O≥biÒska  15 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego";"inst.wewnÍtrzna";"2015-03-10";"7373/15";"1902/15";"2015-04-23";2015;3;"2015-03-01";33;"2015_03";"Wiosna";17,0385201;51,123491
"20964";954;"";"";"Z≥otostocka  18 ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnetrznej instalacji gazu w lokalu mieszkjalnym";"inst.wewnÍtrzna";"2015-03-16";"8152/15";"1903/15";"2015-04-23";2015;3;"2015-03-01";29;"2015_03";"Wiosna";17,060021;51,078983
"20965";955;"";"";"Ømigrodzka 242F ";"zbiorniki,silosy i bud.magazynowe";"budowa budynku magazynowo-biurowego,rozbiÛrka budynku";"nowe";"2015-03-02";"6405/15";"1904/15";"2015-04-23";2015;3;"2015-03-01";39;"2015_03";"Wiosna";17,0217116;51,1605926
"20966";956;"";"";"ZieliÒskiego Tadeusza  43 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2015-03-12";"7825/15";"1905/15";"2015-04-23";2015;3;"2015-03-01";31;"2015_03";"Wiosna";17,021151;51,0998809
"20967";957;"";"";"MaleczyÒskich Ewy I Karola  68 ";"bud.mieszkalne jednorodzinne";"wewnetrzna instalacja gazu";"inst.wewnÍtrzna";"2015-03-05";"6973/15";"1906/15";"2015-04-23";2015;3;"2015-03-01";36;"2015_03";"Wiosna";16,9758428;51,0738914
"20968";958;"";"";"Rybnicka  47 ";"bud.o trzech i wiÍcej mieszkaniach";"wewnÍtrzna instalacja gazu";"inst.wewnÍtrzna";"2015-03-17";"8512/15";"1907/15";"2015-04-23";2015;3;"2015-03-01";28;"2015_03";"Wiosna";17,08567;51,080594
"20969";959;"";"";"Na Grobli 1  ";"linie elektroener.i telekom.rozdzielcz.";"budowa przy≥πcza elektroenergetycznego";"przy≥πcze";"2015-02-18";"5055/15";"1908/15";"2015-04-23";2015;2;"2015-02-01";47;"2015_02";"Zima";17,050791;51,1053579
"20970";960;"";"";"  ";"bud.mieszkalne jednorodzinne";"odmowa";"nowe";"2015-01-27";"2403/15";"1909/15";"2015-04-23";2015;1;"2015-01-01";63;"2015_01";"Zima";17,0385376;51,1078852
"20971";961;"";"";"Bia≥odrzewna  ";"bud.o trzech i wiÍcej mieszkaniach";"budowa budynku wielorodzinnego";"nowe";"2015-03-30";"9939/15";"1911/15";"2015-04-23";2015;3;"2015-03-01";19;"2015_03";"Wiosna";16,9233029;51,1373012
"20972";962;"";"";"Dzia≥kowa  15 ";"bud.szkÛ≥ i instytucji badawczych";"przebudowa-powiÍkszenie pomieszczenia 01/3 kosztem pomieszczenia 01/1,01/5";"przebudowa";"2015-03-11";"7645/15";"1912/15";"2015-04-23";2015;3;"2015-03-01";32;"2015_03";"Wiosna";17,03536;51,078334
"20973";963;"";"";"Kromera Marcina Aleja 4 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2015-03-25";"9487/15";"1915/15";"2015-04-24";2015;3;"2015-03-01";23;"2015_03";"Wiosna";17,0604636;51,1309668
"20974";964;"";"";"PrπdzyÒskiego Ignacego Gen.  13 ";"bud.o trzech i wiÍcej mieszkaniach";"remont i przebudowa balkonÛw na kamienicy";"remont";"2015-04-09";"11027/15";"1917/15";"2015-04-24";2015;4;"2015-04-01";12;"2015_04";"Wiosna";17,0508871;51,1008715
"20975";965;"";"";"Stobrawska  17 ";"bud.mieszkalne jednorodzinne";"rozbudowa,nadbudowa i przebudowa budynku mieszkalnego jednorodzinnego w zabudowie bliøniaczej";"rozbudowa";"2015-02-20";"5334/15";"1922/15";"2015-04-24";2015;2;"2015-02-01";46;"2015_02";"Zima";16,9824516;51,1211956
"20976";966;"";"";"Grota-Roweckiego Stefana Gen.  ";"bud.o trzech i wiÍcej mieszkaniach";"budowa zespo≥u trzech budynkÛw wielorodzinnych";"nowe";"2014-12-23";"41285/14";"1925/15";"2015-04-24";2014;12;"2014-12-01";89;"2014_12";"Zima";17,0325316;51,056754
"20977";967;"";"";"Boles≥awa Krzywoustego 287 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa budynku mieszkalno-us≥ugowego";"przebudowa";"2015-02-19";"5139/15";"1927/15";"2015-04-24";2015;2;"2015-02-01";47;"2015_02";"Zima";17,1100259;51,1454169
"20978";968;"";"";"Piwnika-Ponurego Jana Mjr  62 ";"bud.o trzech i wiÍcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnÍtrzna";"2015-03-31";"10260/15";"1928/15";"2015-04-24";2015;3;"2015-03-01";19;"2015_03";"Wiosna";17,0385376;51,1078852
"20979";969;"";"";"Kruszcowa4 ";"bud.mieszkalne jednorodzinne";"wewnetrzna instalacja gazu";"inst.wewnÍtrzna";"2015-03-31";"10087/15";"1929/15";"2015-04-24";2015;3;"2015-03-01";19;"2015_03";"Wiosna";16,8912907;51,1491274
"20980";970;"";"";"Traugutta Romualda Gen. 106 ";"bud.o trzech i wiÍcej mieszkaniach";"remont balkonow budynku mieszkalnego wielorodzinnego";"remont";"2015-04-09";"11026/15";"1932/15";"2015-04-24";2015;4;"2015-04-01";12;"2015_04";"Wiosna";17,0536566;51,1007763
"20981";971;"";"";"Gajowicka 195 ";"bud.biurowe";"przebudowa úcian elewacyjnych budynku biurowego";"remont";"2015-03-11";"7746/15";"1933/15";"2015-04-24";2015;3;"2015-03-01";33;"2015_03";"Wiosna";17,002449;51,0831779
"20982";972;"";"";"Poniatowskiego JÛzefa KsiÍcia 8  ";"bud.o trzech i wiÍcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnÍtrzna";"2015-03-25";"9402/15";"1934/15";"2015-04-24";2015;3;"2015-03-01";23;"2015_03";"Wiosna";17,0422949;51,1199935
"20983";973;"";"";"Boles≥awa Krzywoustego 126 ";"bud.handlowo-uslugowe";"rozbudowa centrum handlowego";"rozbudowa";"2015-02-12";"4409/15";"1935/15";"2015-04-24";2015;2;"2015-02-01";52;"2015_02";"Zima";17,0874233;51,1418441
"20984";974;"";"";"Solskiego Ludwika  4A  ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa ze zmianπ sposobu uøytkowania lokalu mieszkalnego n1 na gabinet lekarski w bud.mieszkalnym wielorodzinnym";"zmiana spos.uøytk.";"2015-03-16";"8155/15";"1936/15";"2015-04-24";2015;3;"2015-03-01";30;"2015_03";"Wiosna";16,9636409;51,0778332
"20985";975;"";"";"  ";"bud.mieszkalne jednorodzinne";"odmowa";"nowe";"2015-03-09";"7251/15";"1943/15";"2015-04-27";2015;3;"2015-03-01";36;"2015_03";"Wiosna";17,0385376;51,1078852
"20986";976;"";"";"Staropolska 6 ";"bud.o trzech i wiÍcej mieszkaniach";"remont,przebudowa i docieplenie elewacji budynkÛw mieszkalnych wielorodzinnych";"przebudowa";"2015-02-20";"5249/15";"1946/15";"2015-04-27";2015;2;"2015-02-01";47;"2015_02";"Zima";17,136585;51,158947
"20987";977;"";"";"StaroúciÒska 18A ";"bud.o dwÛch mieszkaniach";"budowa dwÛch budynkÛw mieszkalnych jednorodzinnych";"nowe";"2015-04-15";"11746/15";"1948/15";"2015-04-27";2015;4;"2015-04-01";9;"2015_04";"Wiosna";17,048422;51,1617449
"20988";978;"";"";"Lwowska 8 ";"bud.o trzech i wiÍcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnÍtrzna";"2015-03-06";"7029/15";"1949/15";"2015-04-27";2015;3;"2015-03-01";37;"2015_03";"Wiosna";17,00903;51,099981
"20989";979;"";"";"Nasienna  48 ";"bud.mieszkalne jednorodzinne";"umorzenie";"nowe";"2015-02-17";"4730/15";"1951/15";"2015-04-27";2015;2;"2015-02-01";50;"2015_02";"Zima";16,9405885;51,1491266
"20990";980;"";"";"Dubois Stanis≥awa 16A";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego wraz z wewn.instalacjπ gazu w budynku mieszkalnym wielorodzinnym";"inst.wewnÍtrzna";"2015-04-08";"10923/15";"1952/15";"2015-04-27";2015;4;"2015-04-01";14;"2015_04";"Wiosna";17,0308024;51,1173894
"20991";981;"";"";"Walecznych  13";"bud.o trzech i wiÍcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnÍtrzna";"2015-04-03";"10650/15";"1953/15";"2015-04-27";2015;4;"2015-04-01";17;"2015_04";"Wiosna";17,059587;51,119341
"20992";982;"";"";"Orzeszkowej Elizy  40";"bud.o trzech i wiÍcej mieszkaniach";"montaz wewnetrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnÍtrzna";"2015-03-17";"8431/15";"1954/15";"2015-04-27";2015;3;"2015-03-01";30;"2015_03";"Wiosna";17,0516981;51,1243133
"20993";983;"";"";"Bu≥garska 3 ";"bud.mieszkalne jednorodzinne";"odmowa";"nowe";"2015-02-09";"3863/15";"1956/15";"2015-04-27";2015;2;"2015-02-01";56;"2015_02";"Zima";17,0274359;51,1353159
"20994";984;"";"";"Szewska  31";"bud.o trzech i wiÍcej mieszkaniach";"umorzenie";"przebudowa";"2015-03-26";"9536/15";"1961/15";"2015-04-28";2015;3;"2015-03-01";24;"2015_03";"Wiosna";17,0356181;51,1118741
"20995";985;"";"";"Piastowska  26 ";"bud.o trzech i wiÍcej mieszkaniach";"remont i przebudowa balkonow na elewacji frontowej budynku mieszkalnego wielorodzinnego";"remont";"2015-03-05";"6862/15";"1964/15";"2015-04-28";2015;3;"2015-03-01";39;"2015_03";"Wiosna";17,060159;51,114463
"20996";986;"";"";"Wiwulskiego Antoniego 6";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnÍtrzna";"2015-02-27";"6236/15";"1965/15";"2015-04-28";2015;2;"2015-02-01";43;"2015_02";"Zima";17,084487;51,1014452
"20997";987;"";"";"Sienkiewicza Henryka  99";"bud.o trzech i wiÍcej mieszkaniach";"remont mieszkania";"remont";"2015-02-13";"4515/15";"1967/15";"2015-04-28";2015;2;"2015-02-01";53;"2015_02";"Zima";17,0620856;51,1155252
"20998";988;"";"";"Boczna 1  ";"bud.o trzech i wiÍcej mieszkaniach";"montaø instalacji gazowej w lokalu mieszkalnym";"inst.wewnÍtrzna";"2015-03-11";"7576/15";"1968/15";"2015-04-28";2015;3;"2015-03-01";35;"2015_03";"Wiosna";17,043724;51,0923389
"20999";989;"";"";"Brzeska 6 ";"bud.o trzech i wiÍcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnÍtrzna";"2015-04-21";"12461/15";"1969/15";"2015-04-28";2015;4;"2015-04-01";6;"2015_04";"Wiosna";17,051104;51,0972839
"21000";990;"";"";"Krucza  ";"linie elektroener.i telekom.rozdzielcz.";"przebudowa istniejacego kabla elektroenergetycznego";"przebudowa";"2015-03-31";"10231/15";"1970/15";"2015-04-28";2015;3;"2015-03-01";21;"2015_03";"Wiosna";17,0056778;51,0934384
"21001";991;"";"";"Mydlana 2 ";"bud.przemys≥owe";"rozbudowa kotlowni w istniejacej hali";"rozbudowa";"2015-03-17";"8367/15";"1971/15";"2015-04-28";2015;3;"2015-03-01";31;"2015_03";"Wiosna";17,1142297;51,1207413
"21002";992;"";"";"Prusa Boles≥awa  41 ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazowej i c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnÍtrzna";"2015-03-31";"10109/15";"1972/15";"2015-04-28";2015;3;"2015-03-01";21;"2015_03";"Wiosna";17,0517417;51,1192801
"21003";993;"";"";"Roosevelta Franklina 5  ";"bud.o trzech i wiÍcej mieszkaniach";"montaz wewnetrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnÍtrzna";"2015-04-09";"11088/15";"1973/15";"2015-04-28";2015;4;"2015-04-01";14;"2015_04";"Wiosna";17,0428745;51,1221266
"21004";994;"";"";"Lewa  32 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2015-02-06";"3551/15";"1974/15";"2015-04-28";2015;2;"2015-02-01";58;"2015_02";"Zima";16,9210709;51,141884
"21005";995;"";"";"Mazepy  34 ";"bud.o dwÛch mieszkaniach";"budowa dwÛch budynkÛw mieszkalnych  jednorodzinnych dwulokalowych w zabudowie blizniaczej";"nowe";"2015-02-13";"4508/15";"1977/15";"2015-04-28";2015;2;"2015-02-01";53;"2015_02";"Zima";17,120869;51,137415
"21006";996;"";"";"Grunwaldzka 8  ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa mieszkania";"przebudowa";"2015-03-25";"9483/15";"1979/15";"2015-04-28";2015;3;"2015-03-01";25;"2015_03";"Wiosna";17,0558759;51,115041
"21007";997;"";"";"DaszyÒskiego Ignacego  28  ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazowej,c.o.w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnÍtrzna";"2015-03-23";"9028/15";"1980/15";"2015-04-28";2015;3;"2015-03-01";27;"2015_03";"Wiosna";17,0517585;51,1253121
"21008";998;"";"";"  ";"rurociπgi gazu sieci rozdzielczej";"budowa sieci gazowej";"nowe";"2015-02-27";"6205/15";"1981/15";"2015-04-28";2015;2;"2015-02-01";43;"2015_02";"Zima";17,0385376;51,1078852
"21009";999;"";"";"Kuünicza  31 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu us≥ugowego na lokal ma≥ej gastronomi";"przebudowa";"2015-02-27";"6233/15";"1982/15";"2015-04-29";2015;2;"2015-02-01";44;"2015_02";"Zima";17,034799;51,113141
"21010";1000;"";"";"KsiÍcia Witolda  56 ";"bud.przemys≥owe";"umorzenie";"przebudowa";"2015-03-27";"9814/15";"1985/15";"2015-04-29";2015;3;"2015-03-01";24;"2015_03";"Wiosna";17,0239139;51,11544
"21011";1001;"";"";"D≥uga  26 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego";"remont";"2015-03-30";"9923/15";"1987/15";"2015-04-29";2015;3;"2015-03-01";23;"2015_03";"Wiosna";17,0154019;51,118237
"21012";1002;"";"";"K≥oúna6 ";"bud.o trzech i wiÍcej mieszkaniach";"wygaúniÍcie dec.nr.1132/10";"remont";"2015-04-02";"10456/15";"1989/15";"2015-04-29";2015;4;"2015-04-01";20;"2015_04";"Wiosna";17,004281;51,097764
"21013";1003;"";"";"Jednoúci Narodowej 110 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2015-03-09";"7321/15";"1990/15";"2015-04-29";2015;3;"2015-03-01";38;"2015_03";"Wiosna";17,0438478;51,122621
"21014";1004;"";"";"Weso≥a 13A ";"bud.o trzech i wiÍcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnÍtrzna";"2015-03-11";"7628/15";"1997/15";"2015-04-29";2015;3;"2015-03-01";36;"2015_03";"Wiosna";17,03547;51,090626
"21015";1005;"";"";"Mydlana 2 ";"rurociπgi wodociπg.sieci rozdzielczej";"umorzenie";"nowe";"2015-03-31";"10145/15";"1998/15";"2015-04-29";2015;3;"2015-03-01";22;"2015_03";"Wiosna";17,1142297;51,1207413
"21016";1006;"";"";"Boles≥awa Krzywoustego 126 ";"bud.handlowo-uslugowe";"przebudowa czÍúci hipermarketu auchon";"przebudowa";"2015-04-15";"11719/15";"2000/15";"2015-04-29";2015;4;"2015-04-01";11;"2015_04";"Wiosna";17,0874233;51,1418441
"21017";1007;"";"";"Terenowa  ";"linie elektroener.i telekom.rozdzielcz.";"budowa stacji transformatorowej,sieci kablowej úredniego i niskiego napiÍcia";"nowe";"2015-03-02";"6331/15";"2002/15";"2015-04-29";2015;3;"2015-03-01";43;"2015_03";"Wiosna";17,0470169;51,0698666
"21018";1008;"";"";"Lubuska  58 ";"bud.o trzech i wiÍcej mieszkaniach";"umorzenie";"remont";"2015-04-17";"12225/15";"2009/15";"2015-04-30";2015;4;"2015-04-01";10;"2015_04";"Wiosna";17,012859;51,099691
"21019";1009;"";"";"KsiÍcia Witolda  43 ";"bud.o trzech i wiÍcej mieszkaniach";"budowa budynku mieszkalno-us≥ugowego";"nowe";"2014-12-09";"39623/14";"2010/15";"2015-04-30";2014;12;"2014-12-01";103;"2014_12";"Zima";17,0257257;51,1153009
"21020";1010;"";"";"ObroÒcÛw Poczty GdaÒskiej 7A B6";"bud.mieszkalne jednorodzinne";"przebudowa pomieszczenia technicznego na lokal us≥ugowy";"przebudowa";"2015-04-28";"13384/15";"2014/15";"2015-04-30";2015;4;"2015-04-01";3;"2015_04";"Wiosna";17,0131826;51,0570588
"21021";1011;"";"";"Hercena Aleksandra  11 ";"bud.biurowe";"wykonanie remontu klatki schodowej oraz ogrodzenia od strony frontowej budynku";"remont";"2015-04-27";"13280/15";"2017/15";"2015-04-30";2015;4;"2015-04-01";4;"2015_04";"Wiosna";17,0411016;51,1026238
"21022";1012;"";"";"Krzycka  89 ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowych úredniego i niskiego napiÍcia dla zasilania budynku";"nowe";"2015-03-12";"7850/15";"2018/15";"2015-04-30";2015;3;"2015-03-01";36;"2015_03";"Wiosna";16,9924342;51,0668897
"21023";1013;"";"";"PowstaÒcÛw ålπskich  64 ";"bud.handlowo-uslugowe";"remont budynku us≥ugowo-biurowego";"przebudowa";"2015-04-03";"10569/15";"2019/15";"2015-04-30";2015;4;"2015-04-01";20;"2015_04";"Wiosna";17,0230289;51,095149
"21024";1014;"";"";"WyspiaÒskiego Stan.Wyb.  27 ";"bud.szkÛ≥ i instytucji badawczych";"przebudowa budynku a1 politechniki wroc≥awskiej";"przebudowa";"2015-04-16";"11957/15";"2020/15";"2015-04-30";2015;4;"2015-04-01";11;"2015_04";"Wiosna";17,0385376;51,1078852
"21025";1015;"";"";"Stab≥owicka  73 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2015-03-06";"7109/15";"2022/15";"2015-04-30";2015;3;"2015-03-01";40;"2015_03";"Wiosna";16,894688;51,161088
"21026";1016;"";"";"WiÍzienna  18";"bud.o trzech i wiÍcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnÍtrzna";"2015-03-13";"7977/15";"2023/15";"2015-04-30";2015;3;"2015-03-01";35;"2015_03";"Wiosna";17,032564;51,1131709
"21027";1017;"";"";"Ziemniaczana  ";"rurociπgi gazu sieci rozdzielczej";"budowa gazociagu  nc wraz z przepieciami gazowymi";"nowe";"2015-04-10";"11191/15";"2024/15";"2015-04-30";2015;4;"2015-04-01";15;"2015_04";"Wiosna";17,0916699;51,0500514
"21028";1018;"";"";"Hlonda Augusta Kardyna≥a6 15";"bud.o trzech i wiÍcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnÍtrzna";"2015-04-01";"10277/15";"2026/15";"2015-04-30";2015;4;"2015-04-01";22;"2015_04";"Wiosna";17,0494506;51,1148078
"21029";1019;"";"";"Nowa4 6";"bud.o trzech i wiÍcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnÍtrzna";"2015-04-10";"11133/15";"2027/15";"2015-04-30";2015;4;"2015-04-01";15;"2015_04";"Wiosna";17,0390889;51,1055484
"21030";1020;"";"";"Stab≥owicka  23 ";"bud.mieszkalne jednorodzinne";"montaø instalacji gazowej w lokalu mieszkalnym w budynku jednorodzinnym dwulokalowym";"inst.wewnÍtrzna";"2015-02-19";"5162/15";"2028/15";"2015-04-30";2015;2;"2015-02-01";51;"2015_02";"Zima";16,892568;51,15736
"21031";1021;"";"";"Sarnia  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2015-03-26";"9615/15";"2031/15";"2015-04-30";2015;3;"2015-03-01";26;"2015_03";"Wiosna";17,0535038;51,0482219
"21032";1022;"";"";"KsiÍska  25";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu i c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnÍtrzna";"2015-04-09";"11041/15";"2032/15";"2015-04-30";2015;4;"2015-04-01";16;"2015_04";"Wiosna";17,092071;51,0759339
"21033";1023;"";"";"Kwiatkowskiego Eugeniusza  ";"bud.handlowo-uslugowe";"budowa budynku wypoøyczalni samochodÛw i przyczep wraz z warsztatami do obs≥ugi samochodÛw przyczep do wypoøyczenia,skepu,pom.biurowo-socjalnych";"nowe";"2015-03-31";"10248/15";"2033/15";"2015-04-30";2015;3;"2015-03-01";23;"2015_03";"Wiosna";16,9575652;51,0648122
"21034";1024;"";"";"Juszczaka Franciszka5 8";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa mieszkania";"przebudowa";"2015-03-11";"7758/15";"2034/15";"2015-04-30";2015;3;"2015-03-01";37;"2015_03";"Wiosna";16,8991625;51,1632298
"21035";1025;"";"";"Rynek  26";"bud.handlowo-uslugowe";"przebudowa lokalu biurowego";"przebudowa";"2014-12-15";"40256/14";"2035/15";"2015-04-30";2014;12;"2014-12-01";99;"2014_12";"Zima";17,032349;51,1090904
"21036";1026;"";"";"  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2015-04-01";"10334/15";"2049/15";"2015-05-04";2015;4;"2015-04-01";24;"2015_04";"Wiosna";17,0385376;51,1078852
"21037";1027;"";"";"Graniczna 190 ";"ulice i drogi pozosta≥e";"budowa parkingu dla samochodÛw osobowych";"nowe";"2015-03-23";"9070/15";"2051/15";"2015-05-04";2015;3;"2015-03-01";31;"2015_03";"Wiosna";16,8809647;51,1094096
"21038";1028;"";"";"Starogajowa  75 ";"bud.mieszkalne jednorodzinne";"rozbudowa,nadbudowa i przebudowa budynku mieszkalnego jednorodzinnego wolno stojπcego";"rozbudowa";"2015-02-16";"4637/15";"2052/15";"2015-05-04";2015;2;"2015-02-01";56;"2015_02";"Zima";16,894381;51,150855
"21039";1029;"";"";"ZiÍbicka  34-38 ";"ulice i drogi pozosta≥e";"rozbudowa placu";"rozbudowa";"2015-01-28";"2535/15";"2053/15";"2015-05-04";2015;1;"2015-01-01";69;"2015_01";"Zima";17,0573721;51,0824777
"21040";1030;"";"";"Fieldorfa Augusta Emila Gen.  ";"rurociπgi gazu sieci rozdzielczej";"budowa sieci gazowej";"nowe";"2015-03-18";"8551/15";"2055/15";"2015-05-04";2015;3;"2015-03-01";34;"2015_03";"Wiosna";16,9059261;51,1424425
"21041";1031;"";"";"Buforowa  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej úredniego napiÍcia oraz rozbiÛrka linii napowietrznej úredniego napiÍcia";"nowe";"2015-04-03";"10561/15";"2057/15";"2015-05-04";2015;4;"2015-04-01";22;"2015_04";"Wiosna";17,0570783;51,0574178
"21042";1032;"";"";"Smoluchowskiego Mariana  ";"ulice i drogi pozosta≥e";"remont i przebudowa wnÍtrza podwÛrzowego";"remont";"2014-12-12";"40061/14";"2058/15";"2015-05-05";2014;12;"2014-12-01";103;"2014_12";"Zima";17,0645973;51,1080084
