"";"Numer.......................................wpisu";"ImiÍ.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesiπc.wniosku";"data";"Czas.rozpatrzenia";"data_miesiac";"pora_roku";"lon";"lat"
"20660";650;"";"";"Mongolski Plac8 ";"bud.o trzech i wiÍcej mieszkaniach";"montaz wewnÍtrznej instalacji gazu i c.o.w lokalu mieszkalnym";"inst.wewnÍtrzna";"2015-02-06";"3550/15";"1284/15";"2015-03-19";2015;2;"2015-02-01";30;"2015_02";"Zima";17,081324;51,060244
"20661";651;"";"";"Krucza  64-66 ";"bud.o trzech i wiÍcej mieszkaniach";"odmowa";"przebudowa";"2014-12-11";"39913/14";"1285/15";"2015-03-19";2014;12;"2014-12-01";71;"2014_12";"Zima";17,0095281;51,0933192
"20662";652;"";"";"Traugutta Romualda Gen. 124 ";"bud.o trzech i wiÍcej mieszkaniach";"wykonanie wewnÍtrznej instalacji gazowej,c.o. i w.u. w budynku mieszkalnym wielorodzinnym";"inst.wewnÍtrzna";"2015-03-10";"7563/15";"1286/15";"2015-03-19";2015;3;"2015-03-01";8;"2015_03";"Wiosna";17,0561482;51,0982397
"20663";653;"";"";"Øeromskiego Stefana  37";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazowej w lokalu mieszkalnym";"inst.wewnÍtrzna";"2015-02-19";"5146/15";"1290/15";"2015-03-19";2015;2;"2015-02-01";21;"2015_02";"Zima";17,0484424;51,1227852
"20664";654;"";"";"Sikorskiego W≥adys≥awa Gen.11 ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu i c.o.w loklu mieszkalnym";"inst.wewnÍtrzna";"2015-01-07";"241/15";"1291/15";"2015-03-19";2015;1;"2015-01-01";52;"2015_01";"Zima";17,0204484;51,1141581
"20665";655;"";"";"£ukowska  53 ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2015-01-27";"2319/15";"1294/15";"2015-03-19";2015;1;"2015-01-01";38;"2015_01";"Zima";16,9227404;51,1659595
"20666";656;"";"";"Henryka Probusa 9 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa mieszkania wraz z wewnÍtrznπ instalacjπ gazowπ w budynku mieszkalnym wielorodzinnym";"przebudowa";"2015-01-30";"2795/15";"1295/15";"2015-03-19";2015;1;"2015-01-01";35;"2015_01";"Zima";17,0370477;51,1191456
"20667";657;"";"";"Traugutta Romualda Gen. 127 ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnÍtrzna";"2015-01-22";"1926/15";"1296/15";"2015-03-19";2015;1;"2015-01-01";41;"2015_01";"Zima";17,0547974;51,0989802
"20668";658;"";"";"Hallera JÛzefa Gen. Aleja  40 ";"bud.o trzech i wiÍcej mieszkaniach";"wykonanie balkonÛw dla mieszkaÒ w budynku mieszkalnym wielorodzinnym";"przebudowa";"2015-01-12";"531/15";"1297/15";"2015-03-19";2015;1;"2015-01-01";49;"2015_01";"Zima";17,0027172;51,0886696
"20669";659;"";"";"Psie Budy  10";"bud.o trzech i wiÍcej mieszkaniach";"remont elewacji i dachu budynku mieszkalnego";"remont";"2015-01-23";"2081/15";"1298/15";"2015-03-19";2015;1;"2015-01-01";40;"2015_01";"Zima";17,0273313;51,1096644
"20670";660;"";"";"Po≥aniecka  16 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa poddasza nieuøytkowego na lokal mieszkalny w budynku wielorodzinnym";"przebudowa";"2015-01-19";"1482/15";"1299/15";"2015-03-19";2015;1;"2015-01-01";44;"2015_01";"Zima";16,998603;51,0916719
"20671";661;"";"";"Walecznych  14";"bud.o trzech i wiÍcej mieszkaniach";"wewnÍtrzna instalacja gazu";"inst.wewnÍtrzna";"2015-01-28";"2531/15";"1300/15";"2015-03-19";2015;1;"2015-01-01";37;"2015_01";"Zima";17,059577;51,119727
"20672";662;"";"";"Hallera JÛzefa Gen. Aleja 108";"bud.o trzech i wiÍcej mieszkaniach";"wewnÍtrzna instalacja gazu w lokalu uøytkowym";"inst.wewnÍtrzna";"2014-12-18";"40747/14";"1301/15";"2015-03-19";2014;12;"2014-12-01";66;"2014_12";"Zima";16,992336;51,0901339
"20673";663;"";"";"Dπbrowskiego Jana Henryka Gen.  26 ";"bud.o trzech i wiÍcej mieszkaniach";"docieplenie elewacji budynku wielorodzinnego";"remont";"2015-01-20";"1613/15";"1302/15";"2015-03-19";2015;1;"2015-01-01";43;"2015_01";"Zima";17,0420301;51,1013449
"20674";664;"";"";"RÛø Aleja  27 ";"bud.o dwÛch mieszkaniach";"wewnÍtrzna instalacja gazu";"inst.wewnÍtrzna";"2015-03-06";"7136/15";"1303/15";"2015-03-19";2015;3;"2015-03-01";10;"2015_03";"Wiosna";17,087279;51,054336
"20675";665;"";"";"RostafiÒskiego JÛzefa 8 ";"bud.o trzech i wiÍcej mieszkaniach";"wewnetrzna instalacja wodociπgowa i kanalizacji";"inst.wewnÍtrzna";"2015-01-26";"2213/15";"1304/15";"2015-03-19";2015;1;"2015-01-01";39;"2015_01";"Zima";17,0339926;51,1195288
"20676";666;"";"";"Borowska  99 ";"bud.kultury fizycznej";"budowa sauny";"urzπdzenie";"2015-03-03";"6703/15";"1305/15";"2015-03-19";2015;3;"2015-03-01";13;"2015_03";"Wiosna";17,032314;51,0909434
"20677";667;"";"";"Sudecka 119 ";"bud.o trzech i wiÍcej mieszkaniach";"remont balkonÛw budynku mieszkalnego wielorodzinnego";"remont";"2015-02-10";"3969/15";"1306/15";"2015-03-19";2015;2;"2015-02-01";28;"2015_02";"Zima";17,017067;51,0861809
"20678";668;"";"";"Babiego Lata  ";"bud.szkÛ≥ i instytucji badawczych";"umorzenie";"nowe";"2015-01-14";"1003/15";"1312/15";"2015-03-20";2015;1;"2015-01-01";48;"2015_01";"Zima";16,9961807;51,070075
"20679";669;"";"";"£owiecka  11";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnÍtrzna";"2015-03-06";"7078/15";"1314/15";"2015-03-20";2015;3;"2015-03-01";11;"2015_03";"Wiosna";17,0274162;51,1242482
"20680";670;"";"";"Polanowicka  ";"rurociπgi gazu sieci rozdzielczej";"budowa gazociπgu";"nowe";"2015-01-28";"2456/15";"1317/15";"2015-03-20";2015;1;"2015-01-01";38;"2015_01";"Zima";17,0362987;51,1653609
"20681";671;"";"";"Ruska 47";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa mieszkania";"przebudowa";"2015-02-06";"3553/15";"1318/15";"2015-03-20";2015;2;"2015-02-01";31;"2015_02";"Zima";17,024925;51,1106704
"20682";672;"";"";"Wyk≥adowa  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2015-01-20";"1659/15";"1319/15";"2015-03-20";2015;1;"2015-01-01";44;"2015_01";"Zima";17,1528639;51,1002695
"20683";673;"";"";"Gajowa  56 ";"bud.o trzech i wiÍcej mieszkaniach";"odmowa";"inst.wewnÍtrzna";"2015-01-21";"1693/15";"1321/15";"2015-03-20";2015;1;"2015-01-01";43;"2015_01";"Zima";17,040717;51,090497
"20684";674;"";"";"Podwale  61 ";"bud.o trzech i wiÍcej mieszkaniach";"remont elewacji wraz z dociepleniem elewacji podwÛrzowych wielorodzinnego budynku mieszkalnego";"remont";"2015-01-22";"1847/15";"1322/15";"2015-03-20";2015;1;"2015-01-01";42;"2015_01";"Zima";17,0385122;51,1035009
"20685";675;"";"";"Grudziπdzka  78 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2015-02-11";"4139/15";"1323/15";"2015-03-20";2015;2;"2015-02-01";28;"2015_02";"Zima";17,072823;51,1367629
"20686";676;"";"";"Tomaszowska 8";"bud.o trzech i wiÍcej mieszkaniach";"remont i przebudowa  lokalu mieszkalnego wraz z wewnÍtrznπ instalacjπ gazowπ w budynku wielorodzinnym";"przebudowa";"2015-01-19";"1344/15";"1324/15";"2015-03-20";2015;1;"2015-01-01";45;"2015_01";"Zima";17,039193;51,090252
"20687";677;"";"";"Curie-Sk≥odowskiej Marii  ";"linie elektroener.i telekom.rozdzielcz.";"umorzenie";"nowe";"2015-02-27";"6256/15";"1326/15";"2015-03-20";2015;2;"2015-02-01";16;"2015_02";"Zima";17,0629107;51,1104474
"20688";678;"";"";"Drukarska  30 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa mieszkania";"przebudowa";"2015-02-19";"5072/15";"1327/15";"2015-03-20";2015;2;"2015-02-01";22;"2015_02";"Zima";17,022045;51,0901489
"20689";679;"";"";"Pracka  ";"bud.szkÛ≥ i instytucji badawczych";"rozbudowa,przebudowa i remont dwÛch budynkÛw na labolatorium badawcze";"rozbudowa";"2015-02-17";"4892/15";"1328/15";"2015-03-20";2015;2;"2015-02-01";24;"2015_02";"Zima";16,9085294;51,1725224
"20690";680;"";"";"Hirszfelda Ludwika Plac  16 ";"bud.o trzech i wiÍcej mieszkaniach";"remont elewacji budynku wielorodzinnego";"remont";"2015-03-02";"6411/15";"1329/15";"2015-03-20";2015;3;"2015-03-01";15;"2015_03";"Wiosna";17,0147729;51,094511
"20691";681;"";"";"Jutrzenki  ";"rurociπgi gazu sieci rozdzielczej";"budowa gazociπgu";"nowe";"2015-02-10";"3889/15";"1331/15";"2015-03-20";2015;2;"2015-02-01";29;"2015_02";"Zima";16,9799311;51,0710148
"20692";682;"";"";"Hirszfelda Ludwika Plac  17 ";"bud.o trzech i wiÍcej mieszkaniach";"remont elewacji oraz docieplenie";"remont";"2015-03-02";"6410/15";"1332/15";"2015-03-20";2015;3;"2015-03-01";15;"2015_03";"Wiosna";17,014684;51,094837
"20693";683;"";"";"Perska 4 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stojπcego";"nowe";"2015-02-16";"4585/15";"1333/15";"2015-03-20";2015;2;"2015-02-01";25;"2015_02";"Zima";17,0820506;51,0539665
"20694";684;"";"";"Staszica Stanis≥awa Plac  17 ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnÍtrzna";"2015-02-20";"5281/15";"1338/15";"2015-03-20";2015;2;"2015-02-01";21;"2015_02";"Zima";17,0333187;51,1239877
"20695";685;"";"";"Dmowskiego Romana  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej úredniego i niskiego napiÍcia";"nowe";"2015-02-19";"5193/15";"1341/15";"2015-03-20";2015;2;"2015-02-01";22;"2015_02";"Zima";17,0215688;51,1169497
"20696";686;"";"";"KrasiÒskiego Zygmunta  17 ";"bud.o trzech i wiÍcej mieszkaniach";"wykonanie remontu i docieplenie elewacji budynku mieszkalnego wielorodzinnego";"remont";"2015-02-06";"3548/15";"1350/15";"2015-03-23";2015;2;"2015-02-01";32;"2015_02";"Zima";17,0431661;51,1062529
"20697";687;"";"";"DaszyÒskiego Ignacego  48 1";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu i c.o.w lokalu mieszkalnym";"inst.wewnÍtrzna";"2015-03-06";"7052/15";"1352/15";"2015-03-23";2015;3;"2015-03-01";12;"2015_03";"Wiosna";17,0547226;51,1245243
"20698";688;"";"";"Piwnika-Ponurego Jana Mjr  91";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu dla zasilania budynku";"inst.wewnÍtrzna";"2015-03-03";"6505/15";"1354/15";"2015-03-23";2015;3;"2015-03-01";15;"2015_03";"Wiosna";17,0385376;51,1078852
"20699";689;"";"";"Grawerska  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stojπcego";"nowe";"2015-02-06";"3687/15";"1357/15";"2015-03-23";2015;2;"2015-02-01";32;"2015_02";"Zima";17,0128122;51,173463
"20700";690;"";"";"Orzeszkowej Elizy  31";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu i c.o.w lokalu mieszkalnym";"inst.wewnÍtrzna";"2015-03-02";"6490/15";"1358/15";"2015-03-23";2015;3;"2015-03-01";16;"2015_03";"Wiosna";17,0503714;51,124305
"20701";691;"";"";"Hirszfelda Ludwika Plac  12 ";"bud.szpitali i zak≥.opieki medycznej";"przebudowa oúwietlenia awaryjnego ewakuacyjnego w ciπgu komunikacyjnym";"remont";"2015-02-20";"5208/15";"1359/15";"2015-03-23";2015;2;"2015-02-01";22;"2015_02";"Zima";17,0163682;51,0947979
"20702";692;"";"";"Drobnera Boles≥awa  10 ";"bud.biurowe";"przebudowa kamienicy";"przebudowa";"2014-07-04";"21447/14";"1360/15";"2015-03-23";2014;7;"2014-07-01";187;"2014_07";"Lato";17,0336408;51,1171189
"20703";693;"";"";"Traugutta Romualda Gen. 123";"bud.o trzech i wiÍcej mieszkaniach";"wewnÍtrzna instalacja gazu";"inst.wewnÍtrzna";"2015-01-16";"1227/15";"1369/15";"2015-03-23";2015;1;"2015-01-01";47;"2015_01";"Zima";17,0541585;51,0995961
"20704";694;"";"";"PrπdzyÒskiego Ignacego Gen.  37 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu uøytkowego";"przebudowa";"2015-03-18";"8650/15";"1370/15";"2015-03-23";2015;3;"2015-03-01";4;"2015_03";"Wiosna";17,0490526;51,0987259
"20705";695;"";"";"PowstaÒcÛw ålπskich 148 ";"bud.o trzech i wiÍcej mieszkaniach";"wewnÍtrzna instalacja gazu";"inst.wewnÍtrzna";"2015-02-24";"5591/15";"1371/15";"2015-03-23";2015;2;"2015-02-01";20;"2015_02";"Zima";17,0136009;51,0871159
"20706";696;"";"";"WyszyÒskiego Stefana Kardyna≥a 134 ";"bud.o trzech i wiÍcej mieszkaniach";"wewnÍtrzna instalacja gazu";"inst.wewnÍtrzna";"2015-01-16";"1239/15";"1373/15";"2015-03-23";2015;1;"2015-01-01";47;"2015_01";"Zima";17,0542152;51,1257854
"20707";697;"";"";"Eluarda Paw≥a 9-15 ";"bud.handlowo-uslugowe";"rozbudowa budynku us≥ugowego";"rozbudowa";"2015-01-19";"1481/15";"1374/15";"2015-03-23";2015;1;"2015-01-01";46;"2015_01";"Zima";16,8660103;51,1470563
"20708";698;"";"";"Staszica Stanis≥awa Plac 7 ";"bud.o trzech i wiÍcej mieszkaniach";"zmiana sposobu uøytkowania lokalu mieszkalnego na us≥ugowy";"zmiana spos.uøytk.";"2014-12-29";"41539/14";"1375/15";"2015-03-23";2014;12;"2014-12-01";61;"2014_12";"Zima";17,0327106;51,1232966
"20709";699;"";"";"Towarowa  ";"bud.szkÛ≥ i instytucji badawczych";"budowa zespo≥u szkolno-przedszkolnego";"nowe";"2015-02-17";"4837/15";"1376/15";"2015-03-23";2015;2;"2015-02-01";25;"2015_02";"Zima";16,9066028;51,1665599
"20710";700;"";"";"Staszica Stanis≥awa Plac  17";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego wraz z montaøem wewnÍtrznej instalacji gazowej i c.o. w budynku wielorodzinnym";"remont";"2015-01-07";"185/15";"1378/15";"2015-03-24";2015;1;"2015-01-01";55;"2015_01";"Zima";17,0333187;51,1239877
"20711";701;"";"";"RabczaÒska  35 ";"ulice i drogi pozosta≥e";"budowa zjazdu indywidualnego z ulicy i dwÛch wejúÊ pieszych do budynku mieszkalnego jednorodzinnego";"nowe";"2015-02-11";"4069/15";"1381/15";"2015-03-24";2015;2;"2015-02-01";30;"2015_02";"Zima";16,8917909;51,1325549
"20712";702;"";"";"Braniborska  14-30 ";"bud.handlowo-uslugowe";"rozbudowa istniejπcego obiektu handlowego o otwarty garaø wielopoziomowy z us≥ugπ funkcji handlowej,liniπ kablowπ,oswietlenie terenu";"rozbudowa";"2015-01-20";"1582/15";"1383/15";"2015-03-24";2015;1;"2015-01-01";46;"2015_01";"Zima";17,013989;51,110585
"20713";703;"";"";"åremska  ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2015-01-05";"57/15";"1384/15";"2015-03-24";2015;1;"2015-01-01";57;"2015_01";"Zima";16,9934634;51,1417924
"20714";704;"";"";"Henryka Brodatego  10-18 ";"bud.o trzech i wiÍcej mieszkaniach";"remont i przebudowa budynku mieszkalno-us≥ugowego z garaøem";"przebudowa";"2015-02-19";"5175/15";"1385/15";"2015-03-24";2015;2;"2015-02-01";24;"2015_02";"Zima";17,0329634;51,1188004
"20715";705;"";"";"Snopkowa 8 ";"bud.mieszkalne jednorodzinne";"montaø wewnÍtrznej instalacji gazu w budynku mieszkalnym";"inst.wewnÍtrzna";"2015-03-06";"7055/15";"1386/15";"2015-03-24";2015;3;"2015-03-01";13;"2015_03";"Wiosna";17,030072;51,0635399
"20716";706;"";"";"Porajowska  ";"bud.o dwÛch mieszkaniach";"budowa zespo≥u budynkÛw jednorodzinnych";"nowe";"2015-02-06";"3692/15";"1387/15";"2015-03-24";2015;2;"2015-02-01";33;"2015_02";"Zima";17,0385376;51,1078852
"20717";707;"";"";"Jugos≥owiaÒska  60 ";"bud.mieszkalne jednorodzinne";"przebudowa domu jednorodzinnego";"przebudowa";"2015-01-14";"1006/15";"1391/15";"2015-03-24";2015;1;"2015-01-01";50;"2015_01";"Zima";17,025795;51,134504
"20718";708;"";"";"Ruska 46A ";"bud.handlowo-uslugowe";"dobudowa døwigu towarowo-us≥ugowego wraz z przebudowπ elewacji budynku us≥ugowo-biurowego";"przebudowa";"2015-02-12";"4242/15";"1392/15";"2015-03-24";2015;2;"2015-02-01";29;"2015_02";"Zima";17,024469;51,1103699
"20719";709;"";"";"Lelewela Joachima 19 ";"bud.o trzech i wiÍcej mieszkaniach";"wewnÍtrzna instalacja gazu";"inst.wewnÍtrzna";"2015-03-09";"7236/15";"1394/15";"2015-03-24";2015;3;"2015-03-01";12;"2015_03";"Wiosna";17,0211924;51,1025719
"20720";710;"";"";"Pasteura Ludwika Wybrzeøe 4 ";"bud.szpitali i zak≥.opieki medycznej";"remont i przebudowa oddz.klinicznego hematologii nowotworÛw krwi i transplantacji szpiku kostnego na 1 piÍtrze budynku";"przebudowa";"2015-02-09";"3741/15";"1395/15";"2015-03-24";2015;2;"2015-02-01";32;"2015_02";"Zima";17,06909;51,1105529
"20721";711;"";"";"Szkolna  ";"bud.mieszkalne jednorodzinne";"wykonanie przy≥πcza gazu úredniego ciúnienia do budynku mieszkalnego jednorodzinnego";"przy≥πcze";"2015-02-02";"2969/15";"1397/15";"2015-03-24";2015;2;"2015-02-01";37;"2015_02";"Zima";16,8478247;51,1310134
"20722";712;"";"";"Szczygla 6 ";"bud.mieszkalne jednorodzinne";"budowa dwÛch budynkÛw mieszkalnych jednorodzinnych";"nowe";"2014-12-18";"40732/14";"1398/15";"2015-03-24";2014;12;"2014-12-01";69;"2014_12";"Zima";17,0880034;51,1350483
"20723";713;"";"";"KrÍpicka  12 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2015-02-27";"6320/15";"1400/15";"2015-03-24";2015;2;"2015-02-01";18;"2015_02";"Zima";16,8664357;51,1476242
"20724";714;"";"";"Jednoúci Narodowej 110 ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu,c.o i wodociπgowej w lokalu mieszkalnym";"inst.wewnÍtrzna";"2015-02-04";"3366/15";"1401/15";"2015-03-24";2015;2;"2015-02-01";35;"2015_02";"Zima";17,0438478;51,122621
"20725";715;"";"";"RÍdziÒska  ";"bud.mieszkalne jednorodzinne";"wykonanie czterech przy≥πczy gazu nc do szafek";"przy≥πcze";"2015-02-02";"2970/15";"1404/15";"2015-03-24";2015;2;"2015-02-01";37;"2015_02";"Zima";16,9474731;51,1528903
"20726";716;"";"";"Grunwaldzki Plac 22 ";"bud.handlowo-uslugowe";"remont lokalu gastronomicznego";"przebudowa";"2015-02-23";"5575/15";"1406/15";"2015-03-24";2015;2;"2015-02-01";22;"2015_02";"Zima";17,0590224;51,1126864
"20727";717;"";"";"Rad≥owa 6 ";"bud.mieszkalne jednorodzinne";"instalacja gazowa do urzπdzenia gazowego w budynku";"inst.wewnÍtrzna";"2015-03-23";"9036/15";"1407/15";"2015-03-24";2015;3;"2015-03-01";2;"2015_03";"Wiosna";17,0362869;51,0687129
"20728";718;"";"";"BirmaÒska 4 ";"bud.o trzech i wiÍcej mieszkaniach";"wewnÍtrzna instalacja gazu";"inst.wewnÍtrzna";"2015-02-20";"5293/15";"1409/15";"2015-03-24";2015;2;"2015-02-01";23;"2015_02";"Zima";17,083648;51,061425
"20729";719;"";"";"Strachowskiego Bart≥omieja 3 ";"bud.mieszkalne jednorodzinne";"umorzenie";"nowe";"2015-01-21";"1708/15";"1411/15";"2015-03-25";2015;1;"2015-01-01";46;"2015_01";"Zima";17,0248578;51,0562305
"20730";720;"";"";"Boles≥awa Chrobrego  15";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnÍtrzna";"2015-03-03";"6698/15";"1412/15";"2015-03-25";2015;3;"2015-03-01";17;"2015_03";"Wiosna";17,0351253;51,121921
"20731";721;"";"";"Jaracza Stefana  15";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazowej i c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnÍtrzna";"2015-02-23";"5432/15";"1414/15";"2015-03-25";2015;2;"2015-02-01";23;"2015_02";"Zima";17,0555653;51,1225378
"20732";722;"";"";"ChiÒska 14A ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazowej i c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnÍtrzna";"2015-01-23";"2012/15";"1415/15";"2015-03-25";2015;1;"2015-01-01";44;"2015_01";"Zima";17,0845051;51,0592743
"20733";723;"";"";"Henryka Poboønego  21";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnÍtrzna";"2015-02-18";"4912/15";"1418/15";"2015-03-25";2015;2;"2015-02-01";26;"2015_02";"Zima";17,037284;51,120781
"20734";724;"";"";"KosmonautÛw 1 ";"boiska i budowle sportowe";"umorzenie";"urzπdzenie";"2015-01-30";"2868/15";"1420/15";"2015-03-26";2015;1;"2015-01-01";40;"2015_01";"Zima";16,9329226;51,1384835
"20735";725;"";"";"Za≥Íøe  ";"bud.mieszkalne jednorodzinne";"umorzenie";"nowe";"2015-01-20";"1610/15";"1421/15";"2015-03-26";2015;1;"2015-01-01";48;"2015_01";"Zima";16,9800086;51,1934537
"20736";726;"";"";"Widok 8";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa mieszkania w budynku wielorodzinnym";"przebudowa";"2015-03-05";"6999/15";"1422/15";"2015-03-26";2015;3;"2015-03-01";16;"2015_03";"Wiosna";17,0336876;51,106592
"20737";727;"";"";"Oleúnicka  13 ";"bud.o trzech i wiÍcej mieszkaniach";"montaø poinu wodno-kanalizacyjnego w budynku mieszkalnym wielorodzinnym";"inst.wewnÍtrzna";"2015-01-26";"2212/15";"1425/15";"2015-03-26";2015;1;"2015-01-01";44;"2015_01";"Zima";17,04455;51,120992
"20738";728;"";"";"Suwalska  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej niskiego napiÍcia wraz ze z≥πczami kablowymi niskiego napiÍcia";"nowe";"2015-02-09";"3739/15";"1427/15";"2015-03-26";2015;2;"2015-02-01";34;"2015_02";"Zima";16,9293442;51,1546807
"20739";729;"";"";"Paderewskiego Ignacego Jana Aleja 35 ";"bud.kultury fizycznej";"przebudowa trybun kortÛw tenisowych";"remont";"2014-09-26";"31419/14";"1429/15";"2015-03-26";2014;9;"2014-09-01";130;"2014_09";"JesieÒ";17,0906506;51,1179435
"20740";730;"";"";"Orlπt Lwowskich Plac 20B ";"";"montaø szyldu wraz z dwoma halogenami";"noúnik reklamowy";"2015-01-30";"2689/15";"1430/15";"2015-03-26";2015;1;"2015-01-01";40;"2015_01";"Zima";17,019586;51,108208
"20741";731;"";"";"Widok 5 ";"bud.o trzech i wiÍcej mieszkaniach";"";"remont";"2015-02-19";"5121/15";"1432/15";"2015-03-26";2015;2;"2015-02-01";26;"2015_02";"Zima";17,0329519;51,106397
"20742";732;"";"";"Widok 3 ";"bud.o trzech i wiÍcej mieszkaniach";"docieplenie úcian zewnÍtrznych budynku mieszkalnego wielorodzinnego";"remont";"2015-02-19";"5120/15";"1434/15";"2015-03-26";2015;2;"2015-02-01";26;"2015_02";"Zima";17,032874;51,1066379
"20743";733;"";"";"WyspiaÒskiego Stan.Wyb.  ";"ulice i drogi pozosta≥e";"remont ciπgÛw  pieszo-jezdnych";"remont";"2015-03-04";"6844/15";"1435/15";"2015-03-26";2015;3;"2015-03-01";17;"2015_03";"Wiosna";17,0385376;51,1078852
"20744";734;"";"";"Paderewskiego Ignacego Jana Aleja  35 ";"bud.kultury fizycznej";"przebudowa budynku przychodni";"przebudowa";"2015-02-20";"5386/15";"1436/15";"2015-03-26";2015;2;"2015-02-01";25;"2015_02";"Zima";17,0906506;51,1179435
"20745";735;"";"";"Nasturcjowa 1 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu us≥ugowego";"przebudowa";"2015-01-22";"1901/15";"1437/15";"2015-03-26";2015;1;"2015-01-01";46;"2015_01";"Zima";16,976042;51,0945599
"20746";736;"";"";"Poranna  ";"rurociπgi wodociπg.sieci rozdzielczej";"budowa wodociπgu oraz kanalizacji sanitarnej wraz z przy≥πczami";"nowe";"2015-01-30";"2885/15";"1439/15";"2015-03-26";2015;1;"2015-01-01";40;"2015_01";"Zima";16,9934055;51,0736912
"20747";737;"";"";"Mickiewicza Adama 34";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazowej w lokalu mieszkalnym";"inst.wewnÍtrzna";"2015-02-23";"5406/15";"1441/15";"2015-03-26";2015;2;"2015-02-01";24;"2015_02";"Zima";17,0825076;51,1118366
"20748";738;"";"";"Sienkiewicza Henryka  21 ";"bud.szkÛ≥ i instytucji badawczych";"montaø wewnÍtrznej instalacji wentylacji mechanicznej oraz automatyki w budynku";"inst.wewnÍtrzna";"2015-03-04";"6824/15";"1442/15";"2015-03-26";2015;3;"2015-03-01";17;"2015_03";"Wiosna";17,0464664;51,1168313
"20749";739;"";"";"WrÛblewskiego Zygmunta  ";"ulice i drogi pozosta≥e";"zagospodarowanie przestrzeni publicznych historycznego obszaru wuwa";"remont";"2014-12-23";"41375/14";"1444/15";"2015-03-26";2014;12;"2014-12-01";68;"2014_12";"Zima";17,078822;51,10507
"20750";740;"";"";"Kordeckiego Augustyna Ks. 4 ";"bud.mieszkalne jednorodzinne";"rozbudowa budynku mieszkalnego";"rozbudowa";"2015-01-30";"2808/15";"1447/15";"2015-03-26";2015;1;"2015-01-01";40;"2015_01";"Zima";16,9269889;51,1194713
"20751";741;"";"";"DaszyÒskiego Ignacego  70 ";"bud.o trzech i wiÍcej mieszkaniach";"wewnÍtrzna instalacja gazu";"inst.wewnÍtrzna";"2015-02-18";"5007/15";"1449/15";"2015-03-26";2015;2;"2015-02-01";27;"2015_02";"Zima";17,05712;51,122972
