"";"Numer.......................................wpisu";"Imiê.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesi¹c.wniosku";"data";"Czas.rozpatrzenia";"lon";"lat"
"2678";1466;"";"";"Jaspisowa  ";"bud.mieszkalne jednorodzinne";"budowa domu jednorodzinnego mieszkalnego wolno stoj¹cego";"nowe";"2016-04-21";"12876/16";"2836/16";"2016-06-13";2016;4;"2016-04-01";38;17,0244641;51,0470448
"2679";1504;"";"";"Moœcickiego Ignacego  ";"bud.o trzech i wiêcej mieszkaniach";"budowa zespo³u dwóch budynków mieszkalnych wielorodzinnych z gara¿ami podziemnymi";"nowe";"2016-04-11";"11484/16";"2888/16";"2016-06-14";2016;4;"2016-04-01";47;17,0863393;51,0598941
"2680";1509;"";"";"Nepalska  ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego wielorodzinnego";"nowe";"2016-04-18";"12434/16";"2898/16";"2016-06-14";2016;4;"2016-04-01";42;17,0834015;51,0566686
"2681";1517;"";"";"Czapliñskiego  W³adys³awa  50 ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2016-05-18";"16167/16";"2923/16";"2016-06-15";2016;5;"2016-05-01";21;16,8722456;51,1636156
"2682";1543;"";"";"Sza³wiowa  ";"bud.o trzech i wiêcej mieszkaniach";"budowa dwóch budynków mieszkalnych wielorodzinnych z us³ugami w czêœci parteru budynku";"nowe";"2016-05-20";"16551/16";"2992/16";"2016-06-20";2016;5;"2016-05-01";22;17,0006508;51,1773387
"2683";1551;"";"";"Przedwioœnie  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2016-03-10";"7620/16";"3006/16";"2016-06-20";2016;3;"2016-03-01";73;17,1097224;51,164505
"2684";1559;"";"";"W¹sowicza Józefa  34 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego dwulokalowego";"nowe";"2016-05-13";"15556/16";"3022/16";"2016-06-21";2016;5;"2016-05-01";28;16,8748665;51,1613998
"2685";1582;"";"";"Na³êczowska  ";"bud.o dwóch mieszkaniach";"budowa zespo³u 10 budynków jednorodzinnych dwulokalowych w zabudowie bli¿niaczej";"nowe";"2015-12-23";"42212/15";"3066/16";"2016-06-23";2015;12;"2015-12-01";132;17,0385376;51,1078852
"2686";1584;"";"";"Haisiga Mariana  12 ";"bud.o dwóch mieszkaniach";"budowa budynu jednorodzinnego";"nowe";"2016-06-02";"18062/16";"3076/16";"2016-06-24";2016;6;"2016-06-01";17;16,8765564;51,1638614
"2687";1592;"";"";"Dró¿nicza  12 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego z zabudowie bliŸniaczej wraz z budynkiem gospodarczym wolno stoj¹cym i zagospodarowaniem terenu, zjazdem z drogi pub";"nowe";"2016-04-26";"13453/16";"3088/16";"2016-06-27";2016;4;"2016-04-01";45;17,058557;51,059418
"2688";1597;"";"";"Radzyñska  ";"bud.o dwóch mieszkaniach";"budowa zespo³u budynków mieszkalnych";"nowe";"2015-12-23";"42209/15";"3095/16";"2016-06-27";2015;12;"2015-12-01";134;17,0385376;51,1078852
"2689";1603;"";"";"¯erniki, AM-10, dz.62/9";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalno-us³ugowego z punktem przedszkolnym,gara¿em";"nowe";"2016-04-29";"14056/16";"3103/16";"2016-06-27";2016;4;"2016-04-01";42;17,0385376;51,1078852
"2690";1607;"";"";"£om¿yñska  ";"bud.o dwóch mieszkaniach";"budowa zespo³u 2 budynków mieszkalnych jednorodzinnych dwulokalowych w zabudowie bli¿niaczej";"nowe";"2016-05-30";"17539/16";"3112/16";"2016-06-28";2016;5;"2016-05-01";22;17,0385376;51,1078852
"2691";1611;"";"";"£om¿yñska  ";"bud.o dwóch mieszkaniach";"budowa zespolu budynków mieszkalnych";"nowe";"2016-05-30";"17538/16";"3116/16";"2016-06-28";2016;5;"2016-05-01";22;17,0385376;51,1078852
"2692";1635;"";"";"Komornicka  ";"bud.mieszkalne jednorodzinne";"budowa zespo³u 10-ciu budynków mieszkalnych jednorodzinnych dwulokalowych, z pompami ciep³a, zbiornikami bezodp³ywowymi i pozosta³a infrastruktura techniczna.";"nowe";"2016-04-29";"13842/16";"3171/16";"2016-06-30";2016;4;"2016-04-01";45;17,0385376;51,1078852
"2693";1644;"";"";"Redycka  ";"bud.mieszkalne jednorodzinne";"przebudowa budynku mieszkalnego jednorodzinnego,przebudowa gara¿u, rozbudowa budynku gospodarczego";"nowe";"2016-04-25";"13243/16";"3187/16";"2016-06-30";2016;4;"2016-04-01";49;17,0635641;51,1561255
"2694";1654;"";"";"Stra¿acka  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego wolno stoj¹cego z gara¿em";"nowe";"2016-05-11";"15153/16";"3200/16";"2016-06-30";2016;5;"2016-05-01";37;17,0157685;51,1721311
"2695";1659;"";"";"Mydlarskiego Jana  19 ";"bud.gara¿y";"budowa budynku gara¿u z wewnêtrzn¹ lini¹ zasilaj¹c¹";"nowe";"2016-05-13";"15596/16";"3207/16";"2016-06-30";2016;5;"2016-05-01";35;17,0385376;51,1078852
"2696";1668;"DPI Malachit";"";"Boles³awa Krzywoustego,AM-14,dz.nr 84,85/1,85/2  ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego wielorodzinnego z czêœci¹ us³ugow¹.";"nowe";"2016-06-07";"18640/16";"3218/16";"2016-07-01";2016;6;"2016-06-01";19;17,0385376;51,1078852
"2697";1685;"Jasiulewicz Bartosz Agnieszka";"";"Samotna,AM-11,dz.nr 203/1  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego.";"nowe";"2016-05-12";"15422/16";"3242/16";"2016-07-01";2016;5;"2016-05-01";37;17,0385376;51,1078852
"2698";1725;"Malcher Piotr Kazimierz Tr¹pczyñska Malcher Miros³awa Malche";"";"Grodzieñska 6B,C,D ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszklanego jednorodzinnego wolno stoj¹cego-etap II";"nowe";"2016-05-06";"14626/16";"3310/16";"2016-07-05";2016;5;"2016-05-01";43;17,134411;51,1407159
"2699";1738;"D³ugosz Jaros³aw";"";"Kwiatowa,AM-11,dz.nr 13 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2016-04-08";"11246/16";"3337/16";"2016-07-06";2016;4;"2016-04-01";64;17,0385376;51,1078852
"2700";1745;"Jarz¹b Pawe³";"";"Wojnowicka,AM-11,dz.nr 4/8 ";"bud.mieszkalne jednorodzinne";"budowa domu jednorodzinnego";"nowe";"2016-05-10";"14978/16";"3353/16";"2016-07-07";2016;5;"2016-05-01";43;17,0385376;51,1078852
"2701";1771;"Osiedle Malownicze";"";"Czapliñskiego  W³adys³awa 32 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2016-06-15";"19809/16";"3397/16";"2016-07-08";2016;6;"2016-06-01";18;16,871874;51,1629335
"2702";1782;"I2 Development Przy Arsenale";"";"Jana Paw³a II Plac 8 ";"bud.gara¿y";"budowa gara¿u podziemnego w dawnym szpitalu";"nowe";"2016-04-08";"11313/16";"3416/16";"2016-07-11";2016;4;"2016-04-01";67;17,0237357;51,1119801
"2703";1801;"Blockpol Developer";"";"¯erniki,AM-10,dz.nr 62/19,62/15,62/17";"bud.o trzech i wiêcej mieszkaniach";"budowa 3 budynków wielorodzinnych";"nowe";"2016-04-29";"14033/16";"3446/16";"2016-07-12";2016;4;"2016-04-01";53;17,0385376;51,1078852
"2704";1823;"Southern Europe Investment";"";"Grabiszyñska 139";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku wielorodzinnego z gara¿em podziemnym";"nowe";"2016-04-28";"13664/16";"3487/16";"2016-07-14";2016;4;"2016-04-01";56;17,0007503;51,0997255
"2705";1824;"Move In";"";"Grawerska,AM-7,dz.nr 41  ";"bud.mieszkalne jednorodzinne";"budowa 14 budynków jednorodzinnych";"nowe";"2016-05-27";"17275/16";"3488/16";"2016-07-14";2016;5;"2016-05-01";35;17,0385376;51,1078852
"2706";1829;"Get Home Developer";"";"Malinowskiego Ernesta AM-11,dz.nr 30/3 ";"bud.o dwóch mieszkaniach";"budowa 9 budynków jednorodzinnych";"nowe";"2016-04-27";"13634/16";"3495/16";"2016-07-14";2016;4;"2016-04-01";57;17,0385376;51,1078852
"2707";1847;"Kia³ka £ukasz";"";"Ga³owska,AM-7,dz.nr 78/7  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2016-06-22";"20597/16";"3525/16";"2016-07-15";2016;6;"2016-06-01";18;17,0385376;51,1078852
"2708";1848;"Koperski Filip Marcinowska Koperska Ma³gorzata";"";"£ukowska 49 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego, wolno stoj¹cego.";"nowe";"2016-05-11";"15162/16";"3526/16";"2016-07-15";2016;5;"2016-05-01";48;16,9227404;51,1659595
"2709";1856;"¯ak Maciej Iwona";"";"Skarbu Zakrzowskiego 3 ";"bud.mieszkalne jednorodzinne";"budowa domu jednorodzinnego 1-lokalowego w zabudowie wolnostoj¹cej wraz z wew.instalacj¹ gazow¹, zewn.instalacja kanalizacyjna";"nowe";"2016-04-11";"11406/16";"3537/16";"2016-07-18";2016;4;"2016-04-01";71;17,1291059;51,1644291
"2710";1866;"Krzeszowski Przemys³aw";"";"Wspólna,AM-5,dz.nr 23/8  ";"bud.mieszkalne jednorodzinne";"budowa domu jednorodzinnego wolnostoj¹cego wraz z zagospod.terenu";"nowe";"2016-05-31";"17707/16";"3547/16";"2016-07-18";2016;5;"2016-05-01";35;17,0385376;51,1078852
"2711";1895;"Makowska Hanna";"";"Kanadyjska 7A ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego oraz gara¿ wolno stoj¹cy-1 etap";"nowe";"2016-06-07";"18486/16";"3592/16";"2016-07-19";2016;6;"2016-06-01";31;16,963843;51,1103649
"2712";1909;"Œmigiel £ukasz";"";"Jutrzenki,AM-23,dz.nr 18/4  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2016-05-30";"17433/16";"3617/16";"2016-07-20";2016;5;"2016-05-01";38;17,0385376;51,1078852
"2713";1911;"Pecorino Investment";"";"Przelot,AM-44,dz.nr 16/3  ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego z parkingiem podziemnym i zagospodarowanie terenu.";"nowe";"2016-04-22";"13074/16";"3620/16";"2016-07-20";2016;4;"2016-04-01";64;17,0385376;51,1078852
"2714";1915;"Oœmia³owski Tomasz";"";"Kanadyjska 3A ";"bud.mieszkalne jednorodzinne";"budowa dwóch budynków mieszkalnych, jednorodzinnych, wolnostoj¹cych, z wy³¹czeniem przy³¹czy:wody,kanalizacji sanitarnej,gazu,z³¹cza kablowego.";"nowe";"2016-03-31";"10083/16";"3627/16";"2016-07-20";2016;3;"2016-03-01";80;16,96358;51,111075
"2715";1941;"Siódemka Taurus";"";"Zagajnikowa 49 ";"bud.o dwóch mieszkaniach";"budowa budynku mieszkalnego dwulokalowego";"nowe";"2016-05-05";"14350/16";"3668/16";"2016-07-21";2016;5;"2016-05-01";56;17,0385376;51,1078852
"2716";1942;"Cte Familia";"";"Na³êczowska, AM-8,dz.nr 67  ";"bud.mieszkalne jednorodzinne";"budowa zespo³u budynków jednorodzinnych";"nowe";"2016-06-03";"18141/16";"3669/16";"2016-07-21";2016;6;"2016-06-01";35;17,0385376;51,1078852
"2717";1944;"Cte Familia";"";"Radzyñska,AM-8,dz.nr 65  ";"bud.o dwóch mieszkaniach";"budowa 2 budynków jednorodzinnych";"nowe";"2016-06-17";"20094/16";"3672/16";"2016-07-21";2016;6;"2016-06-01";25;17,0385376;51,1078852
"2718";1945;"Reiner Jacek El¿bieta";"";"Malczewskiego Jacka,AM-9,dz.nr 50/13 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2016-06-16";"19864/16";"3673/16";"2016-07-21";2016;6;"2016-06-01";26;17,0385376;51,1078852
"2719";1955;"Cte Familia";"";"Radzyñska,AM-8,dz.nr 65  ";"bud.o dwóch mieszkaniach";"budowa zespo³u 4 budynków jednorodzinnych dwulokalowych w zabudowie bliŸniaczej.";"nowe";"2016-06-17";"20096/16";"3692/16";"2016-07-22";2016;6;"2016-06-01";26;17,0385376;51,1078852
"2720";1962;"Cte Familia";"";"Na³êczowska,AM-8,dz.nr 67  ";"bud.o dwóch mieszkaniach";"budowa zespo³u 14 budynków jednorodzinnych dwulokalowych w zabudowie bli¿niaczej";"nowe";"2016-06-03";"18140/16";"3706/16";"2016-07-22";2016;6;"2016-06-01";36;17,0385376;51,1078852
"2721";1969;"Protasiewicz Marcin Joanna";"";"Nefrytowa,AM-12,dz.nr 11/58  ";"bud.mieszkalne jednorodzinne";"budowa domu jednorodzinnego";"nowe";"2016-06-24";"20947/16";"3715/16";"2016-07-22";2016;6;"2016-06-01";21;17,0385376;51,1078852
"2722";1985;"Cte Familia";"";"Radzyñska,AM-8,dz.nr 66  ";"bud.o dwóch mieszkaniach";"budowa zespo³u budynków mieszkalnych jednorodzinnych";"nowe";"2016-06-17";"20095/16";"3746/16";"2016-07-26";2016;6;"2016-06-01";28;17,0385376;51,1078852
"2723";1986;"Osiedle Malownicze";"";"W¹sowicza Józefa 32 ";"bud.o dwóch mieszkaniach";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2016-06-24";"20966/16";"3747/16";"2016-07-26";2016;6;"2016-06-01";23;16,8748665;51,1613998
"2724";1990;"Rewal Bud";"";"¯ó³kiewskiego Stanis³awa,AM-2,dz.nr 18/19  ";"bud.o dwóch mieszkaniach";"budowa dwóch budynków mieszkalnych jednorodzinnych";"nowe";"2016-06-28";"21439/16";"3754/16";"2016-07-26";2016;6;"2016-06-01";21;17,0385376;51,1078852
"2725";1997;"Osiedle Malownicze";"";"Jahna Alfreda 12 ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku wielorodzinnego";"nowe";"2016-04-06";"10944/16";"3766/16";"2016-07-26";2016;4;"2016-04-01";80;16,8734874;51,1616158
