"";"Numer.......................................wpisu";"Imiê.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesi¹c.wniosku";"data";"Czas.rozpatrzenia";"lon";"lat"
"2581";709;"";"";"Postêpowa  23 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego wolno stoj¹cego";"nowe";"2016-03-16";"8189/16";"1331/16";"2016-03-25";2016;3;"2016-03-01";8;16,9412108;51,0967208
"2582";710;"";"";"Sikorcza  Kowale,AM-2,dz.7/1,8/1";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2016-01-13";"808/16";"1333/16";"2016-03-25";2016;1;"2016-01-01";53;17,0385376;51,1078852
"2583";714;"";"";"£ukowska  51 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2016-01-05";"245/16";"1345/16";"2016-03-25";2016;1;"2016-01-01";59;16,9227404;51,1659595
"2584";715;"";"";"Grota-Roweckiego Stefana Gen. 169 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2016-03-02";"6670/16";"1346/16";"2016-03-25";2016;3;"2016-03-01";18;17,0315596;51,0519296
"2585";716;"";"";"Rybnicka  Ksiê¿e Ma³e,AM-4,dz.33/2";"bud.o dwóch mieszkaniach";"budowa dwóch budynków mieszkalnych";"nowe";"2015-11-24";"38766/15";"1347/16";"2016-03-25";2015;11;"2015-11-01";89;17,0385376;51,1078852
"2586";720;"";"";"Kominiarska  Widawa,AM-6,dz.20/17";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2016-02-10";"4083/16";"1353/16";"2016-03-29";2016;2;"2016-02-01";35;17,0385376;51,1078852
"2587";737;"";"";"Boiskowa  Bieñkowice,AM-26,dz.49,54,57";"bud.o trzech i wiêcej mieszkaniach";"budowa zabudowy mieszkaniowej";"nowe";"2016-01-14";"1027/16";"1395/16";"2016-03-31";2016;1;"2016-01-01";56;17,0385376;51,1078852
"2588";741;"";"";"Pu³askiego Kazimierza Gen.  ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego wielorodzinnego z wbudowanym gara¿em";"nowe";"2015-09-14";"30303/15";"1403/16";"2016-03-31";2015;9;"2015-09-01";144;17,0456748;51,1004264
"2589";748;"";"";"Kutrzeby Tadeusza Gen.  47 ";"bud.o dwóch mieszkaniach";"budowa 2 budynków mieszkalnych";"nowe";"2016-01-13";"869/16";"1419/16";"2016-04-01";2016;1;"2016-01-01";58;17,0193456;51,0531459
"2590";749;"";"";"Grawerska  80 ";"bud.o dwóch mieszkaniach";"budowa budynku mieszkalnego jednorodzinnego dwulokalowego";"nowe";"2016-02-03";"3306/16";"1420/16";"2016-04-01";2016;2;"2016-02-01";43;17,0107242;51,1721273
"2591";754;"";"";"Zegarmistrzowska,obr.Widawa,AM-9,dz.nr 10/17,10/20  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2016-02-04";"3381/16";"1428/16";"2016-04-04";2016;2;"2016-02-01";43;17,0385376;51,1078852
"2592";761;"";"";"Zaj¹czkowska,obr.Œwiniary,AM-20,dz.nr 9/1  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego wolno stoj¹cego w zabudowie zagrodowej,budynku gospodarczego";"nowe";"2015-12-10";"40639/15";"1443/16";"2016-04-04";2015;12;"2015-12-01";83;17,0385376;51,1078852
"2593";776;"";"";"Zamojska  26 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2015-12-30";"42552/15";"1492/16";"2016-04-07";2015;12;"2015-12-01";72;16,923405;51,163559
"2594";779;"";"";"Przedœwit,obr.Muchobór Wielki,AM-12,dz.nr 67/10  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2016-01-26";"2292/16";"1495/16";"2016-04-07";2016;1;"2016-01-01";53;17,0385376;51,1078852
"2595";783;"";"";"Rod³a,obr.Jerzmanowo,AM-16,dz.nr 16/5  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2016-03-07";"7159/16";"1505/16";"2016-04-07";2016;3;"2016-03-01";24;17,0385376;51,1078852
"2596";790;"";"";"Jaworska 6 ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego czterorodzinnego";"nowe";"2016-02-22";"5445/16";"1517/16";"2016-04-08";2016;2;"2016-02-01";35;16,99309;51,1150049
"2597";795;"";"";"Junacka 11A ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2015-12-04";"39924/15";"1528/16";"2016-04-08";2015;12;"2015-12-01";91;16,8591853;51,152115
"2598";800;"";"";"Bierutowska 69A ";"bud.gara¿y";"budowa wiat rowerowych";"nowe";"2016-01-29";"2734/16";"1534/16";"2016-04-11";2016;1;"2016-01-01";52;17,1359779;51,151534
"2599";803;"";"";"Mikulskiego Tadeusza  29 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2016-03-16";"8323/16";"1539/16";"2016-04-11";2016;3;"2016-03-01";19;16,9686617;51,0782202
"2600";807;"";"";"Wyk³adowa,obr.Wojnów,AM-9,dz.nr 2/10 ";"bud.mieszkalne jednorodzinne";"budowa budynmku mieszkalnego wraz z elemenami zagospodarowania terenu";"nowe";"2016-01-11";"577/16";"1550/16";"2016-04-11";2016;1;"2016-01-01";66;17,0385376;51,1078852
"2601";832;"";"";"Kawalerzystów,obr.Partynice,AM-10,dz.nr 15/3,15/4,15/6 ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku wielorodzinnego";"nowe";"2015-06-26";"21026/15";"1599/16";"2016-04-14";2015;6;"2015-06-01";210;17,0385376;51,1078852
"2602";849;"";"";"Konopnickiej Marii  56 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego z gara¿em wbudowanym";"nowe";"2015-11-30";"39289/15";"1637/16";"2016-04-15";2015;11;"2015-11-01";100;17,0495045;51,141556
"2603";891;"";"";"Wys³oucha Seweryna  1B ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2016-03-25";"9619/16";"1708/16";"2016-04-19";2016;3;"2016-03-01";18;16,9738095;51,074886
"2604";896;"";"";"Przednia  40 ";"bud.o dwóch mieszkaniach";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2015-12-09";"40503/15";"1719/16";"2016-04-19";2015;12;"2015-12-01";95;16,926372;51,123633
"2605";898;"";"";"Bociania,obr.kowale,AM-6,dz.nr 44/6  ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2016-03-10";"7536/16";"1725/16";"2016-04-19";2016;3;"2016-03-01";29;17,0385376;51,1078852
"2606";908;"";"";"Pakos³awska 7 ";"bud.o dwóch mieszkaniach";"budowa trzech budynków mieszkalnych";"nowe";"2016-02-16";"4633/16";"1743/16";"2016-04-20";2016;2;"2016-02-01";47;17,0330982;51,1530443
"2607";911;"";"";"Postêpowa 6 A ";"bud.mieszkalne jednorodzinne";"budowa budynków mieszkalnych";"nowe";"2016-04-04";"10496/16";"1746/16";"2016-04-20";2016;4;"2016-04-01";13;16,9392812;51,0969489
"2608";913;"";"";"Przedwioœnie,obr.Paw³owice,AM-20,dz.nr 50/8  ";"bud.mieszkalne jednorodzinne";"budowa wolno stoj¹cego budynku mieszklalnego jednorodzinnnego z gara¿em w budynku i infrastruktura techniczna";"nowe";"2016-01-18";"1292/16";"1749/16";"2016-04-20";2016;1;"2016-01-01";68;17,0385376;51,1078852
"2609";914;"";"";"Ruciana 11B ";"bud.o dwóch mieszkaniach";"budowa budynku jednorodzinnego";"nowe";"2016-02-17";"4869/16";"1752/16";"2016-04-20";2016;2;"2016-02-01";46;17,109965;51,1698949
"2610";920;"";"";"Wittek Marii Genera³,obr.o³taszyn,AM-9,dz.nr 24/2";"bud.mieszkalne jednorodzinne";"budowa domu jednorodzinnego wolno stoj¹cego wraz z wewnêtrzn¹ lini¹ zasilajaca";"nowe";"2016-02-18";"4921/16";"1760/16";"2016-04-21";2016;2;"2016-02-01";46;17,0385376;51,1078852
"2611";930;"";"";"Krzycka 72B ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego z gara¿em podziemnym wbudowanym, instalacjami wewnêtrznymi i zagospodarowaniem terenu.";"nowe";"2016-03-09";"7414/16";"1779/16";"2016-04-21";2016;3;"2016-03-01";32;16,9944628;51,0686166
"2612";935;"";"";"Babiego Lata,obr.Krzyki,AM-7,dz.nr46/11,52/3,46/6  ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku wielorodzinnego wraz z budow¹ zjazdów i chodnika";"nowe";"2016-01-21";"1854/16";"1796/16";"2016-04-21";2016;1;"2016-01-01";66;17,0385376;51,1078852
"2613";936;"";"";"Brylantowa,obr,O³taszyn,AM-11,dz.nr37/2";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2016-03-11";"7832/16";"1798/16";"2016-04-21";2016;3;"2016-03-01";30;17,0385376;51,1078852
"2614";942;"";"";"obr.Stab³owice,AM-31,dz.nr 123";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2016-02-26";"6020/16";"1816/16";"2016-04-25";2016;2;"2016-02-01";42;17,0385376;51,1078852
"2615";950;"";"";"£ukowska  36 ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2016-02-02";"3209/16";"1829/16";"2016-04-25";2016;2;"2016-02-01";60;16,9227404;51,1659595
"2616";972;"";"";"Owczarska,obr.Leœnica,AM-7,dz.nr 80/4,80/5  ";"bud.o dwóch mieszkaniach";"budowa 5 -ciu budynków mieszkalnych jednorodzinnych o dwu lokalach mieszkalnych";"nowe";"2016-01-25";"2197/16";"1880/16";"2016-04-27";2016;1;"2016-01-01";68;17,0385376;51,1078852
"2617";975;"";"";"Dziwnowska 1 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego z gara¿em";"nowe";"2016-03-11";"7751/16";"1885/16";"2016-04-27";2016;3;"2016-03-01";34;16,9531089;51,123356
"2618";998;"";"";"K³okoczycka 175A ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2016-02-23";"5485/16";"1917/16";"2016-04-28";2016;2;"2016-02-01";48;17,095115;51,1577119
"2619";1003;"";"";"MroŸna 12A ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2016-04-05";"10631/16";"1922/16";"2016-04-28";2016;4;"2016-04-01";18;17,1348379;51,1357099
"2620";1009;"";"";"Waniliowa,obr.lipa Piotrowska,AM-4,dz.nr 1/3  ";"bud.o trzech i wiêcej mieszkaniach";"budowa zespo³u 12 budynków wielorodzinnych,2 budynków wielorodzinnych z us³ugami oraz 4 gara¿y podziemnych";"nowe";"2016-02-05";"3626/16";"1935/16";"2016-04-28";2016;2;"2016-02-01";60;17,0385376;51,1078852
"2621";1027;"";"";"Czapliñskiego  W³adys³awa  48 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2016-03-15";"8102/16";"1978/16";"2016-04-29";2016;3;"2016-03-01";34;16,8722456;51,1636156
"2622";1032;"";"";"Bia³odrzewna  ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego wielorodzinnego z czêœci¹ us³ugow¹, gara¿ami, zagospodarowaniem terenu i czêœci¹ infrastruktury technicznej.";"nowe";"2016-03-03";"6803/16";"1995/16";"2016-05-02";2016;3;"2016-03-01";43;16,9233029;51,1373012
"2623";1035;"";"";"Bia³ych Go¿dzików  12 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego oraz niezbêdnych urz¹dzeñ infrastruktury technicznej z wy³¹czeniem z³¹cza bablowego z szafk¹ pomiarow¹.";"nowe";"2016-02-26";"6186/16";"2000/16";"2016-05-02";2016;2;"2016-02-01";47;17,10326;51,1580529
"2624";1039;"";"";"Dêbicka 8 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2016-01-29";"2798/16";"2012/16";"2016-05-02";2016;1;"2016-01-01";67;16,8908384;51,1357842
"2625";1042;"";"";"Olsztyñska  44 ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2016-04-13";"11758/16";"2016/16";"2016-05-04";2016;4;"2016-04-01";16;17,0844436;51,1371686
"2626";1071;"";"";"Koniecpolskiego Stanis³awa  ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2016-04-11";"11457/16";"2080/16";"2016-05-06";2016;4;"2016-04-01";20;16,8697321;51,1239804
"2627";1076;"";"";"Czechowicka  ";"bud.o trzech i wiêcej mieszkaniach";"budowa trzech budynków wielorodzinnych z gara¿ami podziemnymi,budowa budynku technicznego,rozbiórka istniej¹cego budynku";"nowe";"2016-01-13";"914/16";"2086/16";"2016-05-06";2016;1;"2016-01-01";83;17,0841444;51,0817404
"2628";1086;"";"";"Staroœciñska  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2015-12-14";"40902/15";"2111/16";"2016-05-10";2015;12;"2015-12-01";107;17,0489771;51,1612446
"2629";1089;"";"";"Ga³owska  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2016-03-03";"6837/16";"2115/16";"2016-05-10";2016;3;"2016-03-01";49;16,8580096;51,1172339
"2630";1099;"";"";"Grawerska  80 ";"bud.o dwóch mieszkaniach";"budowa budynku jednorodzinnego dwulokalowego";"nowe";"2016-03-23";"9147/16";"2132/16";"2016-05-10";2016;3;"2016-03-01";35;17,0107242;51,1721273
"2631";1117;"";"";"Jaskó³cza  31 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2016-03-15";"8185/16";"2177/16";"2016-05-11";2016;3;"2016-03-01";42;17,0865948;51,1362475
"2632";1123;"";"";"Or³owskiego Aleksandra  26 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego w zabudowie bli¿niaczej";"nowe";"2016-01-20";"1739/16";"2187/16";"2016-05-12";2016;1;"2016-01-01";82;17,1010547;51,0990068
"2633";1128;"";"";"£u¿ycka  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2016-01-19";"1408/16";"2192/16";"2016-05-12";2016;1;"2016-01-01";83;17,0171481;51,1367256
"2634";1134;"";"";"K³opockiej Janiny  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego z gara¿em";"nowe";"2016-03-23";"9227/16";"2201/16";"2016-05-13";2016;3;"2016-03-01";38;16,8782602;51,1231446
"2635";1135;"";"";"K³opockiej Janiny  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego z gara¿em";"nowe";"2016-03-23";"9226/16";"2202/16";"2016-05-13";2016;3;"2016-03-01";38;16,8782602;51,1231446
"2636";1154;"";"";"Starodêbowa  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2016-02-12";"4266/16";"2251/16";"2016-05-16";2016;2;"2016-02-01";67;17,0974239;51,1649958
"2637";1156;"";"";"Jutrzenki  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2016-03-10";"7623/16";"2253/16";"2016-05-16";2016;3;"2016-03-01";48;16,9799311;51,0710148
"2638";1180;"";"";"Kowarzyka Hugona  ";"bud.o trzech i wiêcej mieszkaniach";"budowa zespo³u budynków mieszkalnych wielorodzinnych";"nowe";"2016-04-29";"13846/16";"2303/16";"2016-05-18";2016;4;"2016-04-01";14;17,042662;51,1582953
"2639";1181;"";"";"Jaœminowa  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolnostoj¹cego wraz z niezbêdn¹ infrastruktur¹ techniczn¹ i zagospodarowaniem terenu, z wy³¹czeniem przy³¹cza wody.";"nowe";"2016-03-04";"7037/16";"2305/16";"2016-05-18";2016;3;"2016-03-01";54;16,9941139;51,0496918
"2640";1184;"";"";"Maleczyñskich Ewy I Karola  87 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego w zabudowie szeregowej wraz z infrastruktur¹";"nowe";"2016-04-18";"12394/16";"2312/16";"2016-05-18";2016;4;"2016-04-01";23;16,9761306;51,0728605
"2641";1201;"";"";"Lubawska  17 ";"bud.o dwóch mieszkaniach";"budowa czterech budynków mieszkalnych";"nowe";"2016-02-11";"4256/16";"2344/16";"2016-05-19";2016;2;"2016-02-01";71;17,0385376;51,1078852
"2642";1203;"";"";"Matuszka Józefa Ks.  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2016-03-22";"9105/16";"2348/16";"2016-05-19";2016;3;"2016-03-01";43;16,8650517;51,1239006
"2643";1211;"";"";"Krotoszyñska  28 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego z elementami infrastruktury technicznej";"nowe";"2016-02-24";"5793/16";"2361/16";"2016-05-19";2016;2;"2016-02-01";62;16,99567;51,1417702
"2644";1213;"";"";"Tunelowa  ";"bud.mieszkalne jednorodzinne";"budowa piêciu budynków mieszkalnych jednorodzinnych w zabudowie szeregowej";"nowe";"2016-03-15";"8141/16";"2364/16";"2016-05-19";2016;3;"2016-03-01";48;17,0647184;51,0632866
"2645";1215;"";"";"Rêdziñska  50 ";"bud.o dwóch mieszkaniach";"budowa zespo³u budynków mieszkalnych";"nowe";"2016-04-19";"12581/16";"2366/16";"2016-05-19";2016;4;"2016-04-01";23;16,9472491;51,1542419
"2646";1222;"";"";"Grawerska  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego wraz z niezbêdna infrastruktur¹";"nowe";"2016-04-08";"11294/16";"2379/16";"2016-05-19";2016;4;"2016-04-01";30;17,0128122;51,173463
"2647";1227;"";"";"Wittiga Edwarda 7 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2016-02-18";"5045/16";"2389/16";"2016-05-20";2016;2;"2016-02-01";67;17,0841835;51,1022689
"2648";1240;"";"";"Œlê¿na 146 ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego z gara¿em podziemnym oraz rozbiórce budynków gospodarczych";"nowe";"2012-04-27";"14602/12";"2426/16";"2016-05-23";2012;4;"2012-04-01";1062;17,0213387;51,0788487
"2649";1251;"";"";"Ratyñska  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego w zabudowie zagrodowej";"nowe";"2016-03-23";"9247/16";"2453/16";"2016-05-25";2016;3;"2016-03-01";46;16,8577192;51,1366502
"2650";1256;"";"";"Granitowa  ";"bud.o dwóch mieszkaniach";"budowa zespo³u 14 jednorodzinnych domów mieszkalnych w zabudowie szeregowej o dwóch lokalach mieszkalnych";"nowe";"2016-03-23";"9107/16";"2460/16";"2016-05-25";2016;3;"2016-03-01";46;17,0408566;51,0666802
"2651";1257;"";"";"¯urawinowa  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego z wy³¹czeniem przy³¹cza gazu i wodoci¹gowego.";"nowe";"2016-03-23";"9243/16";"2461/16";"2016-05-25";2016;3;"2016-03-01";46;16,9230384;51,1160992
"2652";1258;"";"";"¯urawinowa  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego z wy³¹czeniem przy³¹cza gazu i wodoci¹gowego.";"nowe";"2016-03-23";"9242/16";"2464/16";"2016-05-25";2016;3;"2016-03-01";46;16,9230384;51,1160992
"2653";1264;"";"";"Orawska  ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2016-04-08";"11161/16";"2477/16";"2016-05-25";2016;4;"2016-04-01";34;17,0228816;51,065739
"2654";1265;"";"";"Dolnobrzeska  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego w zabudowie wolno stoj¹cej wraz z infrastruktur¹ techniczn¹.";"nowe";"2016-03-23";"9109/16";"2479/16";"2016-05-25";2016;3;"2016-03-01";46;16,8563942;51,1565238
"2655";1266;"";"";"Boñczyka Norberta Ks.  40 ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego wielorodzinnego z gara¿em podziemnym";"nowe";"2002-10-10";"32949/02";"16-sty";"2016-05-27";2002;10;"2002-10-01";3557;17,0383086;51,138272
"2656";1269;"";"";"Opolska 136 ";"bud.o trzech i wiêcej mieszkaniach";"budowa zespo³u budynków mieszkalnych wielorodzinnych";"nowe";"2016-03-24";"9487/16";"2495/16";"2016-05-27";2016;3;"2016-03-01";47;17,0913111;51,071209
"2657";1272;"";"";"Gromadzka  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2016-02-22";"5459/16";"2500/16";"2016-05-27";2016;2;"2016-02-01";70;16,8487876;51,1292931
"2658";1274;"";"";"Wa³owa  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2016-03-23";"9254/16";"2502/16";"2016-05-27";2016;3;"2016-03-01";48;17,16079;51,0962821
"2659";1304;"";"";"Stab³owicka  ";"bud.mieszkalne jednorodzinne";"budowa zespo³u 4 domów jednorodzinnych wolnostoj¹cych oraz przebudowa fragmentu drogi";"nowe";"2016-04-05";"10744/16";"2549/16";"2016-05-31";2016;4;"2016-04-01";41;16,8972618;51,1645683
"2660";1306;"";"";"Kordiana  ";"bud.mieszkalne jednorodzinne";"budowa dwóch budynków mieszkalnych jednorodzinnych w zabudowie bliŸniaczej wraz z niezbêdn¹ infrastruktur¹ techniczn¹ z wy³¹czeniem przy³¹czy wody i kanalizacji";"nowe";"2015-12-31";"42729/15";"2551/16";"2016-05-31";2015;12;"2015-12-01";109;17,1229254;51,1400238
"2661";1312;"";"";"Dedala Bulwar  3A ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu us³ugowego w parterze budynku mieszkalno-us³ugowego";"nowe";"2016-05-11";"15149/16";"2560/16";"2016-05-31";2016;5;"2016-05-01";15;16,9658911;51,1267961
"2662";1315;"";"";"Wierzyñskiego Kazimierza  ";"bud.mieszkalne jednorodzinne";"budowa zespo³u budynków jednorodzinnych/2 budynki mieszkalne jednorodzinne w zabudowie bli¿niaczej/";"nowe";"2016-03-23";"9261/16";"2567/16";"2016-06-01";2016;3;"2016-03-01";51;17,041307;51,0612242
"2663";1333;"";"";"£ubinowa  ";"bud.o dwóch mieszkaniach";"budowa 2 domów jednorodzinnych dwulokalowych w zabudowie bliŸniaczej";"nowe";"2016-03-17";"8498/16";"2604/16";"2016-06-02";2016;3;"2016-03-01";56;17,0202338;51,0607682
"2664";1334;"";"";"Wolbromska 3 ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku wielorodzinnego z gara¿em podziemnym";"nowe";"2016-03-14";"7982/16";"2607/16";"2016-06-02";2016;3;"2016-03-01";59;17,006638;51,08726
"2665";1344;"";"";"Grota-Roweckiego Stefana Gen.  ";"bud.mieszkalne jednorodzinne";"budowa 2 domów jednorodzinnych w zabudowie bliŸniaczej z instalacjami wewnêtrznymi i zagospodarowaniem terenu";"nowe";"2015-12-31";"42781/15";"2625/16";"2016-06-02";2015;12;"2015-12-01";111;17,0325316;51,056754
"2666";1345;"";"";"Grota-Roweckiego Stefana Gen.  ";"bud.mieszkalne jednorodzinne";"budowa 2 domów jendorodzinnych w zabudowie bliŸniaczej z instalacjami wewnêtrznymi i zagospodarowaniem terenu";"nowe";"2015-12-31";"42779/15";"2626/16";"2016-06-02";2015;12;"2015-12-01";111;17,0325316;51,056754
"2667";1394;"";"";"Babiego Lata 4 ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego wielorodzinnego,szeœciolokalowego w formie willi miejskiej wraz z niezbêdn¹ infrastruktur¹.";"nowe";"2016-04-12";"11539/16";"2698/16";"2016-06-07";2016;4;"2016-04-01";41;16,9961807;51,070075
"2668";1401;"";"";"Oporów, AM-23, dz. 6/1,6/2,6/3";"bud.mieszkalne jednorodzinne";"budowa 4 budynków  jednorodzinnych";"nowe";"2016-05-02";"14142/16";"2714/16";"2016-06-07";2016;5;"2016-05-01";27;17,0385376;51,1078852
"2669";1406;"";"";"Pracze Odrzañskie, AM-23, dz.39/2";"bud.mieszkalne jednorodzinne";"budowa domu jednorodzinnego z gara¿em";"nowe";"2016-04-11";"11373/16";"2724/16";"2016-06-08";2016;4;"2016-04-01";43;17,0385376;51,1078852
"2670";1409;"";"";"Wys³oucha Seweryna 1";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stojacego.";"nowe";"2016-04-20";"12655/16";"2728/16";"2016-06-08";2016;4;"2016-04-01";36;16,9738095;51,074886
"2671";1420;"";"";"Bartla Kazimierza 6 ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego wielorodzinnego";"nowe";"2016-03-11";"7840/16";"2741/16";"2016-06-08";2016;3;"2016-03-01";64;17,0713272;51,1104867
"2672";1424;"";"";"Osobowicka  ";"bud.o trzech i wiêcej mieszkaniach";"budowa czterech budynków mieszkalnych wielorodzinnych";"nowe";"2016-05-19";"16316/16";"2748/16";"2016-06-08";2016;5;"2016-05-01";15;16,9892272;51,1428194
"2673";1425;"";"";"Motylkowa  22 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stojacego z garazem dwustanowiskowym.";"nowe";"2016-04-14";"11946/16";"2754/16";"2016-06-09";2016;4;"2016-04-01";41;17,023788;51,0605954
"2674";1436;"";"";"Dobrzykowicka  ";"bud.o dwóch mieszkaniach";"budowa dwóch budynków mieszkalnych jednorodzinnych w zabudowie bliŸniaczej";"nowe";"2016-03-21";"8842/16";"2778/16";"2016-06-09";2016;3;"2016-03-01";59;17,1544807;51,0996246
"2675";1449;"";"";"Mielczarskiego Romualda  47 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolnostoj¹cego wraz z infrastruktur¹ tecgniczn¹.";"nowe";"2016-03-14";"8013/16";"2805/16";"2016-06-10";2016;3;"2016-03-01";65;17,1089446;51,1047932
"2676";1459;"";"";"Stefki Kamila  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2016-04-29";"13917/16";"2818/16";"2016-06-10";2016;4;"2016-04-01";31;16,974744;51,0726195
"2677";1464;"";"";"Rezedowa  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2016-04-18";"12297/16";"2834/16";"2016-06-13";2016;4;"2016-04-01";41;16,9237089;51,1187279
