"";"Numer.......................................wpisu";"Imiê.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesi¹c.wniosku";"data";"Czas.rozpatrzenia";"lon";"lat"
"18201";1477;"";"";"Strzegomska 42K ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2014-06-27";"20592/14";"3031/14";"2014-07-07";2014;6;"2014-06-01";7;16,996162;51,113055
"18202";1478;"";"";"K³okoczycka  ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2013-06-10";"17910/13";"3034/14";"2014-07-07";2013;6;"2013-06-01";281;17,0974348;51,156714
"18203";1479;"";"";"Redycka 36A ";"bud.o dwóch mieszkaniach";"wykonanie robót wykoñczeniowych wraz z przebudow¹ obiektu w stanie surowym na jednorodzinny budynek mieszkalny";"nowe";"2014-03-28";"10042/14";"3035/14";"2014-07-07";2014;3;"2014-03-01";72;17,068779;51,1524359
"18204";1480;"";"";"Babiego Lata  ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku wielorodzinnego";"nowe";"2014-06-05";"18035/14";"3038/14";"2014-07-08";2014;6;"2014-06-01";24;16,9961807;51,070075
"18205";1481;"";"";"Curie-Sk³odowskiej Marii  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej";"nowe";"2014-05-06";"14371/14";"3039/14";"2014-07-08";2014;5;"2014-05-01";46;17,0629107;51,1104474
"18206";1482;"";"";"Œwie¿a  54 ";"bud.mieszkalne jednorodzinne";"odmowa";"rozbudowa";"2014-05-19";"15823/14";"3041/14";"2014-07-08";2014;5;"2014-05-01";37;16,907667;51,1555229
"18207";1483;"";"";"Popielskiego Leona 19D ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2014-05-09";"14810/14";"3043/14";"2014-07-08";2014;5;"2014-05-01";43;17,0873559;51,0717369
"18208";1484;"";"";"Kowalska  56 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-05-06";"14366/14";"3047/14";"2014-07-08";2014;5;"2014-05-01";46;17,0980039;51,1362485
"18209";1485;"";"";"Roosevelta Franklina 6  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2014-05-09";"14934/14";"3048/14";"2014-07-08";2014;5;"2014-05-01";43;17,0424348;51,1219347
"18210";1486;"";"";"Osiniecka  ";"bud.kultury fizycznej";"ustawienie trybuny";"nowe";"2014-06-30";"20760/14";"3049/14";"2014-07-08";2014;6;"2014-06-01";7;16,8973346;51,1212832
"18211";1487;"";"";"D³ugosza Jana  ";"linie elektroener.i telekom.rozdzielcz.";"budowa stacji transformatorowej";"nowe";"2013-07-26";"23764/13";"3050/14";"2014-07-08";2013;7;"2013-07-01";248;17,0644781;51,1345534
"18212";1488;"";"";"Pszczelarska 11A ";"bud.mieszkalne jednorodzinne";"przebudowa przy³¹cza gazowego do budynku mieszkalnego";"przebudowa";"2014-05-15";"15548/14";"3051/14";"2014-07-08";2014;5;"2014-05-01";39;17,02215;51,058077
"18213";1489;"";"";"Gazowa 26A ";"zbiorniki,silosy i bud.magazynowe";"budowa hali magazynowej z niezbêdnymi elementami infrastruktury technicznej";"nowe";"2013-09-24";"30405/13";"3054/14";"2014-07-08";2013;9;"2013-09-01";206;17,0671382;51,0785035
"18214";1490;"";"";"Parafialna  14  ";"bud.mieszkalne jednorodzinne";"umorzenie";"przebudowa";"2014-05-26";"16686/14";"3056/14";"2014-07-08";2014;5;"2014-05-01";32;17,0342509;51,062889
"18215";1491;"";"";"KuŸnicza  30 ";"bud.handlowo-uslugowe";"przebudowa lokalu us³ugowego";"przebudowa";"2014-05-22";"16457/14";"3058/14";"2014-07-08";2014;5;"2014-05-01";34;17,0348278;51,1131996
"18216";1492;"";"";"Komuny Paryskiej  62/64  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2014-06-20";"19793/14";"3059/14";"2014-07-08";2014;6;"2014-06-01";13;17,048104;51,1013789
"18217";1493;"";"";"Orzeszkowej Elizy  68  ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnêtrznej instalacji gazu c.o.w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-06-10";"18546/14";"3060/14";"2014-07-08";2014;6;"2014-06-01";21;17,0551526;51,1226694
"18218";1494;"";"";"Minkowskiego Oskara 3 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu dla lokalu mieszkalnego";"inst.wewnêtrzna";"2014-06-04";"17843/14";"3062/14";"2014-07-08";2014;6;"2014-06-01";25;17,0623162;51,1144368
"18219";1495;"";"";"Kolumba Krzysztofa  ";"ulice i drogi pozosta³e";"przebudowa ulicy";"przebudowa";"2014-05-15";"15627/14";"3063/14";"2014-07-08";2014;5;"2014-05-01";39;17,1178374;51,1122432
"18220";1496;"";"";"Z¹bkowicka  13 ";"bud.mieszkalne jednorodzinne";"umorzenie";"rozbudowa";"2014-05-02";"14157/14";"3069/14";"2014-07-09";2014;5;"2014-05-01";49;17,057868;51,078966
"18221";1497;"";"";"Dró¿nicza  28 ";"bud.mieszkalne jednorodzinne";"umorzenie";"nowe";"2014-05-23";"16614/14";"3073/14";"2014-07-09";2014;5;"2014-05-01";34;17,0606249;51,0593949
"18222";1498;"";"";"Górecka 101A ";"bud.mieszkalne jednorodzinne";"umorzenie";"rozbudowa";"2014-05-09";"14864/14";"3078/14";"2014-07-09";2014;5;"2014-05-01";44;16,911884;51,1560821
"18223";1499;"";"";"Fabryczna  14 ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej nn oraz z³¹cza kablowego";"nowe";"2014-05-07";"14526/14";"3080/14";"2014-07-09";2014;5;"2014-05-01";46;16,985338;51,1121543
"18224";1500;"";"";"Rzeszowska  52 ";"bud.mieszkalne jednorodzinne";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-06-04";"17899/14";"3083/14";"2014-07-09";2014;6;"2014-06-01";26;16,888935;51,1342919
"18225";1501;"";"";"Parkowa  38/40";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-06-10";"18554/14";"3084/14";"2014-07-09";2014;6;"2014-06-01";22;17,073113;51,1138829
"18226";1502;"";"";"£owiecka  20-24 ";"bud.przemys³owe";"przebudowa bloków ciep³owniczych";"remont";"2014-06-13";"19225/14";"3085/14";"2014-07-09";2014;6;"2014-06-01";19;17,0272982;51,1250388
"18227";1503;"";"";"Wittiga Edwarda  17";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-05-30";"17280/14";"3089/14";"2014-07-09";2014;5;"2014-05-01";29;17,0858928;51,1012686
"18228";1504;"";"";"Mêciñskiego Wojciecha 3 ";"bud.mieszkalne jednorodzinne";"montaz wewnêtrznej instalacji gazu w budynku mieszkalnym";"inst.wewnêtrzna";"2014-05-20";"16127/14";"3090/14";"2014-07-09";2014;5;"2014-05-01";37;16,988857;51,0897508
"18229";1505;"";"";"O³taszyñska 71E ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2014-05-14";"15460/14";"3091/14";"2014-07-10";2014;5;"2014-05-01";42;17,007794;51,063216
"18230";1506;"";"";"Odrzañska 7";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"przebudowa";"2014-04-30";"14043/14";"3095/14";"2014-07-10";2014;4;"2014-04-01";52;17,0313639;51,111955
"18231";1507;"";"";"Grunwaldzki Plac  10 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji wraz z dociepleniem wielorodzinnego budynku mieszkalnego";"remont";"2014-05-06";"14389/14";"3099/14";"2014-07-10";2014;5;"2014-05-01";48;17,056253;51,1110539
"18232";1508;"";"";"Rajska  42 ";"bud.mieszkalne jednorodzinne";"rozbudowa budynku mieszkalnego jednorodzinnego w zabudowie bliŸniaczej";"rozbudowa";"2014-06-02";"17553/14";"3100/14";"2014-07-10";2014;6;"2014-06-01";29;16,8937439;51,1413089
"18233";1509;"";"";"Solskiego Ludwika 24A ";"bud.mieszkalne jednorodzinne";"rozbudowa budynku mieszkalnego jednorodzinnego";"rozbudowa";"2014-04-16";"12446/14";"3102/14";"2014-07-10";2014;4;"2014-04-01";62;16,9661314;51,0802159
"18234";1510;"";"";"Boles³awa Chrobrego  34";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-05-30";"17413/14";"3104/14";"2014-07-10";2014;5;"2014-05-01";30;17,034204;51,123487
"18235";1511;"";"";"Grota-Roweckiego Stefana Gen.  76 ";"bud.handlowo-uslugowe";"umorzenie";"nowe";"2014-05-30";"17392/14";"3105/14";"2014-07-10";2014;5;"2014-05-01";30;17,0324743;51,0620902
"18236";1512;"";"";"Grabiszyñska  ";"linie elektroener.i telekom.rozdzielcz.";"budowa elektroenergetycznej sieci nn dla zasilania budynku";"nowe";"2014-05-14";"15319/14";"3109/14";"2014-07-10";2014;5;"2014-05-01";42;16,9939195;51,0979706
"18237";1513;"";"";"Osiedlowa  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa sieci gazowej";"nowe";"2014-05-26";"16722/14";"3111/14";"2014-07-10";2014;5;"2014-05-01";34;16,9568449;51,0982602
"18238";1514;"";"";"No¿ownicza  14-16 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji budynku mieszkalnego";"remont";"2014-06-05";"18014/14";"3112/14";"2014-07-10";2014;6;"2014-06-01";26;17,0335374;51,1125785
"18239";1515;"";"";"Kleczkowska  11 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-05-08";"14762/14";"3113/14";"2014-07-10";2014;5;"2014-05-01";46;17,033872;51,126863
"18240";1516;"";"";"Sarnia  ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"budowa odcinka sieci wodociagowej";"nowe";"2014-05-15";"15498/14";"3114/14";"2014-07-10";2014;5;"2014-05-01";41;17,0535038;51,0482219
"18241";1517;"";"";"Wallenroda Konrada  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa sieci nc w ulicy";"nowe";"2014-05-14";"15392/14";"3115/14";"2014-07-10";2014;5;"2014-05-01";42;17,1214172;51,1551004
"18242";1518;"";"";"Sarnia  ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"budowa odcinka sieci  wodociagowej";"nowe";"2014-05-15";"15525/14";"3116/14";"2014-07-10";2014;5;"2014-05-01";41;17,0535038;51,0482219
"18243";1519;"";"";"Rêdziñska  46 ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej";"nowe";"2014-05-19";"15862/14";"3117/14";"2014-07-10";2014;5;"2014-05-01";39;16,9476751;51,1531703
"18244";1520;"";"";"Krzycka 92B ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa pomieszczeñ na gabinety lekarskie";"przebudowa";"2014-05-26";"16787/14";"3118/14";"2014-07-10";2014;5;"2014-05-01";34;16,9892742;51,0672493
"18245";1521;"";"";"Jarno³towska  15 ";"bud.gara¿y";"przebudowa i remont budynku magazynowo-gara¿owego";"przebudowa";"2014-07-09";"22015/14";"3120/14";"2014-07-11";2014;7;"2014-07-01";3;16,859952;51,1209129
"18246";1522;"";"";"Bezpieczna  4A ";"bud.handlowo-uslugowe";"rozbudowa budynku handlowo-us³ugowego";"rozbudowa";"2013-09-24";"30542/13";"3123/14";"2014-07-11";2013;9;"2013-09-01";209;17,0257219;51,141197
"18247";1523;"";"";"Pi³sudskiego Józefa Mar.  89-91 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie i remon elewacji budynków us³ugowo-mieszkalnych";"remont";"2014-04-17";"12673/14";"3124/14";"2014-07-11";2014;4;"2014-04-01";62;17,0385376;51,1078852
"18248";1524;"";"";"Prusa Boles³awa 7 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa elewacji kamienicy";"przebudowa";"2014-06-10";"18637/14";"3129/14";"2014-07-11";2014;6;"2014-06-01";24;17,0466712;51,1195925
"18249";1525;"";"";"Dmowskiego Romana  ";"ruroci¹gi kanalizac.sieci rozdzielczej";"zewnêtrzna kanalizacja deszczowa";"nowe";"2014-04-30";"13942/14";"3132/14";"2014-07-11";2014;4;"2014-04-01";53;17,0215688;51,1169497
"18250";1526;"";"";"Jednoœci Narodowej 183 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-05-16";"15797/14";"3133/14";"2014-07-11";2014;5;"2014-05-01";41;17,050171;51,1270049
"18251";1527;"";"";"Przybyszewskiego Stanis³awa  42 ";"bud.o trzech i wiêcej mieszkaniach";"rozbudowa instalacji gazu";"inst.wewnêtrzna";"2014-05-15";"15510/14";"3134/14";"2014-07-11";2014;5;"2014-05-01";42;17,0603275;51,1375244
"18252";1528;"";"";"£êczycka 7  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ instalacji wodociagowej,gazowej i c.o.dla lokalu";"inst.wewnêtrzna";"2014-05-27";"16894/14";"3135/14";"2014-07-11";2014;5;"2014-05-01";34;17,0127157;51,1198387
"18253";1529;"";"";"Grunwaldzki Plac  6A ";"bud.o trzech i wiêcej mieszkaniach";"remont i docieplenie budynku mieszkalnego wielorodzinnego";"remont";"2014-06-16";"19236/14";"3136/14";"2014-07-11";2014;6;"2014-06-01";20;17,0553116;51,1111693
"18254";1530;"";"";"Wyszyñskiego Stefana Kardyna³a  67 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"przebudowa";"2014-06-04";"17768/14";"3139/14";"2014-07-14";2014;6;"2014-06-01";29;17,0515279;51,118375
"18255";1531;"";"";"Nowotarska  30 ";"bud.mieszkalne jednorodzinne";"przebudowa budynku jednorodzinnego";"rozbudowa";"2014-06-04";"17831/14";"3144/14";"2014-07-14";2014;6;"2014-06-01";29;16,884404;51,1360079
"18256";1532;"";"";"Zegarmistrzowska  ";"bud.mieszkalne jednorodzinne";"budowa 2 budynków mieszkalnych jednorodzinnych";"nowe";"2014-04-10";"11598/14";"3147/14";"2014-07-14";2014;4;"2014-04-01";68;17,0203266;51,1709778
"18257";1533;"";"";"Krakowska  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej niskiego napiêcia/etap 2/";"nowe";"2014-06-03";"17691/14";"3148/14";"2014-07-14";2014;6;"2014-06-01";30;17,0668372;51,0886751
"18258";1534;"";"";"Pi³sudskiego Józ. Mar.Pl. 3  ";"bud.o trzech i wiêcej mieszkaniach";"odmowa";"inst.wewnêtrzna";"2014-04-24";"13161/14";"3149/14";"2014-07-14";2014;4;"2014-04-01";58;17,0385376;51,1078852
"18259";1535;"";"";"Koszykarska  43 ";"bud.mieszkalne jednorodzinne";"przebudowa i rozbudowa budynku mieszkalnego jednorodzinnego w zabudowie szeregowej";"rozbudowa";"2014-05-19";"15854/14";"3150/14";"2014-07-14";2014;5;"2014-05-01";41;16,9565129;51,1391099
"18260";1536;"";"";"Stein Edyty B³ogos³awionej  14  ";"bud.mieszkalne jednorodzinne";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-05-22";"16344/14";"3152/14";"2014-07-14";2014;5;"2014-05-01";38;17,0505298;51,1222094
"18261";1537;"";"";"Kie³czowska  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej œredniego napiêcia";"nowe";"2014-05-27";"16850/14";"3153/14";"2014-07-14";2014;5;"2014-05-01";35;17,1330003;51,1459174
"18262";1538;"";"";"Ogórkowa 21B ";"bud.mieszkalne jednorodzinne";"przebudowa budynku jednorodzinnego";"przebudowa";"2014-05-28";"16965/14";"3154/14";"2014-07-14";2014;5;"2014-05-01";34;16,9771801;51,0662207
"18263";1539;"";"";"H³aski Marka  30 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa dwóch lokali mieszkalnych nr 5 i 6 w jeden lokal mieszkalny w budynku wielorodzinnym";"przebudowa";"2014-07-10";"22267/14";"3156/14";"2014-07-14";2014;7;"2014-07-01";3;16,9485784;51,1011455
"18264";1540;"";"";"Swobodna3 ";"bud.biurowe";"przebudowa lokalu";"przebudowa";"2014-06-17";"19444/14";"3158/14";"2014-07-14";2014;6;"2014-06-01";20;17,0323355;51,0981891
"18265";1541;"";"";"Torfowa 41A ";"bud.mieszkalne jednorodzinne";"wzmocnienie stropu stalowego i pozosta³ych wzmocnieñ w budynku jednorodzinnym";"remont";"2014-05-12";"15031/14";"3159/14";"2014-07-14";2014;5;"2014-05-01";46;17,0705089;51,155083
"18266";1542;"";"";"Awicenny Ibn Siny  ";"bud.handlowo-uslugowe";"budowa stacji paliw";"nowe";"2014-06-17";"19533/14";"3160/14";"2014-07-14";2014;6;"2014-06-01";20;16,9527389;51,0876197
"18267";1543;"";"";"Dolnobrzeska 7 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej i c.o. dla lokalu mieszkalnegp w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-06-10";"18553/14";"3161/14";"2014-07-14";2014;6;"2014-06-01";25;16,8676295;51,1477676
"18268";1544;"";"";"Powstañców Œl¹skich 192A  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa pó³piêtra klatki schodowej w budynku mieszkalnym wielorodzinnym";"przebudowa";"2014-05-16";"15795/14";"3162/14";"2014-07-14";2014;5;"2014-05-01";42;17,009413;51,08023
"18269";1545;"";"";"Ostrzeszowska  ";"ulice i drogi pozosta³e";"budowa 2 zjazdów z drogi";"przebudowa";"2014-04-25";"13475/14";"3163/14";"2014-07-14";2014;4;"2014-04-01";57;16,996821;51,1400935
"18270";1546;"";"";"Szczeciñska  17-21 ";"";"umorzenie";"tymczasowe";"2014-06-16";"19305/14";"3170/14";"2014-07-15";2014;6;"2014-06-01";22;16,9386734;51,1365033
"18271";1547;"";"";"Opolska 143A ";"ruroci¹gi kanalizac.sieci rozdzielczej";"budowa przy³¹cza i instalacji sanitarnej dla budynku mieszkalnego jednorodzinnego";"nowe";"2014-05-15";"15484/14";"3172/14";"2014-07-15";2014;5;"2014-05-01";44;17,090628;51,0708521
"18272";1548;"";"";"Szczêœliwa  10  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej dla lokalu mieszkalnego";"inst.wewnêtrzna";"2014-06-05";"17991/14";"3174/14";"2014-07-15";2014;6;"2014-06-01";29;17,0088389;51,0987949
"18273";1549;"";"";"Minkowskiego Oskara 5  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2014-04-25";"13470/14";"3175/14";"2014-07-15";2014;4;"2014-04-01";58;17,062315;51,1145709
"18274";1550;"";"";"Lelewela Joachima  19  ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-06-13";"19057/14";"3182/14";"2014-07-15";2014;6;"2014-06-01";23;17,0211924;51,1025719
"18275";1551;"";"";"Jednoœci Narodowej 166 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-06-26";"20455/14";"3183/14";"2014-07-15";2014;6;"2014-06-01";14;17,0485614;51,1266877
"18276";1552;"";"";"Walecznych 5 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej i c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-06-26";"20317/14";"3184/14";"2014-07-15";2014;6;"2014-06-01";14;17,0586959;51,119834
"18277";1553;"";"";"Jednoœci Narodowej 153 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-05-20";"16120/14";"3185/14";"2014-07-15";2014;5;"2014-05-01";41;17,0473469;51,125966
"18278";1554;"";"";"Dubois Stanis³awa  22 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa elewacjibudynku wielorodzinnego";"przebudowa";"2014-05-15";"15614/14";"3186/14";"2014-07-15";2014;5;"2014-05-01";44;17,0302007;51,1177646
"18279";1555;"";"";"Barlickiego Norberta  42 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej i c.o. dla lokalu mieszkalnego";"inst.wewnêtrzna";"2014-06-12";"18880/14";"3187/14";"2014-07-15";2014;6;"2014-06-01";24;17,0510269;51,124057
"18280";1556;"";"";"Bednarska  1B ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu us³ugowego";"zmiana spos.u¿ytk.";"2014-07-10";"22217/14";"3188/14";"2014-07-15";2014;7;"2014-07-01";4;16,954929;51,134778
"18281";1557;"";"";"S³owiañska  19 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-06-26";"20346/14";"3189/14";"2014-07-15";2014;6;"2014-06-01";14;17,0413086;51,1235048
"18282";1558;"";"";"Kosynierów Gdyñskich  73 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-05-21";"16284/14";"3190/14";"2014-07-15";2014;5;"2014-05-01";40;17,1051189;51,111436
"18283";1559;"";"";"Œredzka  ";"";"zagospodarowanie terenu";"remont";"2014-06-18";"19581/14";"3191/14";"2014-07-15";2014;6;"2014-06-01";20;16,8447832;51,1484762
"18284";1560;"";"";"Szkutnicza 8 ";"bud.mieszkalne jednorodzinne";"zewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-06-13";"19186/14";"3192/14";"2014-07-15";2014;6;"2014-06-01";23;17,0204943;51,1743223
"18285";1561;"";"";"Zaolziañska  4A  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego wraz z zabudow¹ tarasu w budynku wielorodzinnym";"przebudowa";"2014-05-21";"16334/14";"3195/14";"2014-07-15";2014;5;"2014-05-01";40;17,02582;51,0970215
"18286";1562;"";"";"Sygna³owa 94A ";"bud.mieszkalne jednorodzinne";"przebudowa poddasza nieu¿ytkowego na cele mieszkalne w budynku jednorodzinnym w zabudowie szeregowej";"przebudowa";"2014-05-14";"15398/14";"3200/14";"2014-07-16";2014;5;"2014-05-01";46;17,0655158;51,0612842
"18287";1563;"";"";"Opatowicka  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego";"nowe";"2014-04-11";"11877/14";"3201/14";"2014-07-16";2014;4;"2014-04-01";69;17,1158087;51,0951204
"18288";1564;"";"";"Œrubowa 1 ";"bud.biurowe";"przebudowa powierzchni biurowej 6 piêtra w budynku biurowo-us³ugowym ""green towers""/faza a/";"przebudowa";"2014-06-27";"20523/14";"3202/14";"2014-07-16";2014;6;"2014-06-01";14;17,000742;51,1120449
"18289";1565;"";"";"Tomaszowska 1 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie œciany szczytowej budynku wielorodzinnego";"przebudowa";"2014-06-03";"17637/14";"3208/14";"2014-07-16";2014;6;"2014-06-01";32;17,038719;51,0907274
"18290";1566;"";"";"Bia³oszewskiego Mirona  ";"bud.mieszkalne jednorodzinne";"budowa domu jednorodzinnego";"nowe";"2014-06-05";"17930/14";"3210/14";"2014-07-16";2014;6;"2014-06-01";30;17,0330948;51,0509619
"18291";1567;"";"";"£adna  23 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-07-02";"21007/14";"3211/14";"2014-07-16";2014;7;"2014-07-01";11;17,055592;51,1143829
"18292";1568;"";"";"Sukielicka  ";"ruroci¹gi kanalizac.sieci rozdzielczej";"odmowa";"remont";"2014-04-30";"13872/14";"3213/14";"2014-07-16";2014;4;"2014-04-01";56;16,9429312;51,1192776
"18293";1569;"";"";"Kminkowa  ";"bud.o trzech i wiêcej mieszkaniach";"budowa zespo³u budynków wielorodzinnych";"nowe";"2014-06-06";"18304/14";"3216/14";"2014-07-16";2014;6;"2014-06-01";29;17,0009094;51,1783728
"18294";1570;"";"";"Na Polance  4C  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej dla lokalu mieszkalnego";"inst.wewnêtrzna";"2014-04-15";"12111/14";"3217/14";"2014-07-16";2014;4;"2014-04-01";67;17,0345939;51,1339009
"18295";1571;"";"";"Ananasowa  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa sieci gazowej";"nowe";"2014-06-13";"19141/14";"3218/14";"2014-07-16";2014;6;"2014-06-01";24;16,8968224;51,157311
"18296";1572;"";"";"Legnicka 142 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa i remont lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2014-06-17";"19534/14";"3219/14";"2014-07-16";2014;6;"2014-06-01";22;16,9824405;51,1251533
"18297";1573;"";"";"Koreañska  59 ";"bud.mieszkalne jednorodzinne";"przebudowa domu jednorodzinnego w zabudowie blizniaczej";"przebudowa";"2014-05-27";"16828/14";"3221/14";"2014-07-16";2014;5;"2014-05-01";37;17,083129;51,0509549
"18298";1574;"";"";"Okrzei Stefana  13  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa poddasza nieu¿ytkowego i lokalu mieszkalnego w jeden lokal mieszkalny w budynku wielorodzinnym";"zmiana spos.u¿ytk.";"2014-04-24";"13120/14";"3223/14";"2014-07-16";2014;4;"2014-04-01";60;17,0978404;51,1082426
"18299";1575;"";"";"Opoczyñska  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa sieci gazowej œredniego cisnienia w ulicy";"nowe";"2014-06-05";"17958/14";"3225/14";"2014-07-16";2014;6;"2014-06-01";30;16,8943387;51,1425048
"18300";1576;"";"";"Ciep³a 10A ";"bud.handlowo-uslugowe";"umorzenie";"remont";"2014-05-13";"15300/14";"3226/14";"2014-07-16";2014;5;"2014-05-01";47;17,03623;51,0924819
"18301";1577;"";"";"Jaracza Stefana  ";"linie elektroener.i telekom.rozdzielcz.";"umorzenie";"nowe";"2014-06-05";"18013/14";"3227/14";"2014-07-17";2014;6;"2014-06-01";31;17,0570142;51,1249525
"18302";1578;"";"";"Weigla Rudolfa  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa sieci gazowej";"nowe";"2014-06-02";"17580/14";"3230/14";"2014-07-17";2014;6;"2014-06-01";34;17,0214858;51,0759651
"18303";1579;"";"";"So³tysowicka  60 ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2014-05-09";"14898/14";"3232/14";"2014-07-17";2014;5;"2014-05-01";50;17,076114;51,150385
"18304";1580;"";"";"Bia³owieska 74A ";"bud.szpitali i zak³.opieki medycznej";"przebudowa i rozbudowa budynku centrum neuropsychiatrii ""neuromed"" o bud szkolny z oddz.psychiatrycznym oraz pom. towarzysz¹cymi";"rozbudowa";"2014-05-15";"15547/14";"3233/14";"2014-07-17";2014;5;"2014-05-01";46;16,9912964;51,1259447
"18305";1581;"";"";"MroŸna 9 ";"bud.mieszkalne jednorodzinne";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2014-06-16";"19232/14";"3236/14";"2014-07-17";2014;6;"2014-06-01";24;17,1323459;51,135442
"18306";1582;"";"";"Parkowa  28 ";"bud.biurowe";"remont systemu rynnnowego w budynku";"remont";"2014-06-23";"19937/14";"3238/14";"2014-07-17";2014;6;"2014-06-01";19;17,073258;51,1121709
