"";"Numer.......................................wpisu";"Imiê.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesi¹c.wniosku";"data";"Czas.rozpatrzenia";"lon";"lat"
"18841";2117;"";"";"Tyniecka  ";"bud.przemys³owe";"budowa hali produkcyjnej";"nowe";"2014-06-25";"20249/14";"4250/14";"2014-09-05";2014;6;"2014-06-01";53;16,9569142;51,0734545
"18842";2118;"";"";"Piastowska  38  ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2014-08-25";"27491/14";"4252/14";"2014-09-05";2014;8;"2014-08-01";10;17,060033;51,115434
"18843";2119;"";"";"Wa³brzyska 6-8 ";"bud.handlowo-uslugowe";"przebudowa lokalu na bank";"przebudowa";"2014-07-18";"23346/14";"4255/14";"2014-09-05";2014;7;"2014-07-01";36;16,983048;51,063539
"18844";2120;"";"";"Nowogródzka  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa sieci gazowej";"nowe";"2014-07-24";"23901/14";"4257/14";"2014-09-05";2014;7;"2014-07-01";32;17,1353606;51,1409282
"18845";2121;"";"";"Upalna  8 ";"bud.mieszkalne jednorodzinne";"monta¿ wewnêtrznej instalacji gazu w budynku mieszkalnym jednorodzinnym";"inst.wewnêtrzna";"2014-08-19";"26843/14";"4258/14";"2014-09-05";2014;8;"2014-08-01";14;16,9995589;51,0752949
"18846";2122;"";"";"Bardzka  ";"bud.handlowo-uslugowe";"budowa budynku handlowo-us³ugowego i wiaty gospdarczej i dwóch pylonów reklamowych na terenie stacji paliw";"nowe";"2014-07-14";"22553/14";"4259/14";"2014-09-05";2014;7;"2014-07-01";40;17,0510696;51,0780754
"18847";2123;"";"";"Dubois Stanis³awa  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa gazoci¹gu œredniego ciœnienia z przy³¹czami gazu w ulicy";"nowe";"2014-07-17";"23088/14";"4261/14";"2014-09-05";2014;7;"2014-07-01";37;17,0302784;51,1179634
"18848";2124;"";"";"Boya-¯eleñskiego Tadeusza Aleja  65 ";"zbiorniki,silosy i bud.magazynowe";"przebudowa budynku magazynowego";"przebudowa";"2014-07-11";"22371/14";"4262/14";"2014-09-05";2014;7;"2014-07-01";41;17,0600339;51,1334469
"18849";2125;"";"";"Pabianicka  25 ";"bud.szpitali i zak³.opieki medycznej";"przebudowa gabinetu stomatologicznego";"przebudowa";"2014-08-14";"26573/14";"4263/14";"2014-09-05";2014;8;"2014-08-01";17;17,028802;51,0921219
"18850";2126;"";"";"Hirszfelda Ludwika Plac  12 ";"bud.szpitali i zak³.opieki medycznej";"przebudowa pomieszcen dawnej kuchni w szpitalu";"przebudowa";"2014-06-25";"20164/14";"4264/14";"2014-09-05";2014;6;"2014-06-01";53;17,0163682;51,0947979
"18851";2127;"";"";"Rdestowa  ";"linie elektroener.i telekom.rozdzielcz.";"budowa stacji transformatorowej kontenerowej ,linii kablowych œredniego i niskiego napiêcia oraz z³¹czy kablowych";"nowe";"2014-07-29";"24403/14";"4265/14";"2014-09-05";2014;7;"2014-07-01";29;16,8850689;51,1138654
"18852";2128;"";"";"Benedyktyñska  15 ";"bud.handlowo-uslugowe";"remont i przebudowa istniejacego lokalu handlowego";"przebudowa";"2014-07-18";"23305/14";"4270/14";"2014-09-08";2014;7;"2014-07-01";37;17,052958;51,115145
"18853";2129;"";"";"Cegielskiego Hipolita  14 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2014-07-28";"24224/14";"4273/14";"2014-09-08";2014;7;"2014-07-01";31;17,061132;51,064304
"18854";2130;"";"";"Krupnicza 5 ";"";"monta¿ tablicy informacyjnej na elewacji budynku mieszkalno-uslugowego";"reklama";"2014-09-01";"28180/14";"4274/14";"2014-09-08";2014;9;"2014-09-01";6;17,0267069;51,10832
"18855";2131;"";"";"Balonowa 1-9 ";"bud.o trzech i wiêcej mieszkaniach";"remont i docieplenie budynku mieszkalnego wielorodzinnego wraz z kolorystyk¹ elewacji";"remont";"2014-08-19";"26778/14";"4275/14";"2014-09-08";2014;8;"2014-08-01";15;16,9703732;51,1217268
"18856";2132;"";"";"Cerekwicka  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2014-07-07";"21718/14";"4276/14";"2014-09-08";2014;7;"2014-07-01";46;17,0357035;51,1645835
"18857";2133;"";"";"Sopocka  11 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"inst.wewnêtrzna";"2014-08-25";"27412/14";"4278/14";"2014-09-08";2014;8;"2014-08-01";11;17,0681489;51,116695
"18858";2134;"";"";"Balonowa  11-19 ";"bud.o trzech i wiêcej mieszkaniach";"remont i docieplenie budynku mieszkalnego wielorodzinnego";"remont";"2014-08-19";"26777/14";"4279/14";"2014-09-08";2014;8;"2014-08-01";15;16,968431;51,122034
"18859";2135;"";"";"Tomaszowska 7  ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnêtrznej instalacji gazowej w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-08-08";"25799/14";"4280/14";"2014-09-08";2014;8;"2014-08-01";22;17,038556;51,0902559
"18860";2136;"";"";"Suskiego Mariana 7 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2014-08-05";"25342/14";"4283/14";"2014-09-08";2014;8;"2014-08-01";25;17,0385376;51,1078852
"18861";2137;"";"";"Boles³awa Chrobrego  21  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2014-07-04";"21426/14";"4284/14";"2014-09-08";2014;7;"2014-07-01";47;17,035026;51,1223432
"18862";2138;"";"";"Bujwida Odona  43 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokali mieszkalnych-zabudowa szybów œwietlików istniej¹cego budynku";"przebudowa";"2014-06-11";"18777/14";"4287/14";"2014-09-08";2014;6;"2014-06-01";64;17,067564;51,116594
"18863";2139;"";"";"Wiejska  33-35 ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego wielorodzinnego z parkingiem";"nowe";"2014-06-12";"18897/14";"4288/14";"2014-09-08";2014;6;"2014-06-01";63;16,9580449;51,0790359
"18864";2140;"";"";"Braniborska  38-40 ";"bud.biurowe";"budowa budynku biurowo-us³ugowego z mieszkaniem";"nowe";"2014-06-16";"19336/14";"4292/14";"2014-09-09";2014;6;"2014-06-01";62;17,011882;51,110986
"18865";2141;"";"";"Kleczkowska 5 ";"bud.biurowe";"przebudowa wnêtrz parteru siedziby stowarzyszenia curatus";"przebudowa";"2014-09-01";"28189/14";"4294/14";"2014-09-09";2014;9;"2014-09-01";7;17,0348389;51,12681
"18866";2142;"";"";"Brochowska  14-16 ";"obiekty kulturalne ogólnodostêpne";"rozbudowa i przebudowa kablic wraz z us³ugami cmentarnymi ,zjazdem ,drogami wewnêtrzymii parkingami";"rozbudowa";"2014-05-21";"16295/14";"4295/14";"2014-09-09";2014;5;"2014-05-01";80;17,091259;51,0675332
"18867";2143;"";"";"Powstañców Œl¹skich  95 ";"bud.biurowe";"przebudowa lokalu nr 2 hu.17 na poziomie ""+2"" w budynku biurowo-handlowo-mieszkalno-us³ugowym ""sky tower"" na pomieszczenia us³ugowe/szko³a tañca/";"przebudowa";"2014-08-27";"27845/14";"4298/14";"2014-09-09";2014;8;"2014-08-01";10;17,0198484;51,0939798
"18868";2144;"";"";"Agrestowa  ";"linie elektroener.i telekom.rozdzielcz.";"przebudowa siêgacza ulicy agrestowej";"przebudowa";"2014-07-21";"23451/14";"4299/14";"2014-09-09";2014;7;"2014-07-01";37;17,0170834;51,0643065
"18869";2145;"";"";"Hallera Józefa Gen. Aleja  61  ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnêtrznej instalacji gazu w mieszkaniu";"inst.wewnêtrzna";"2014-08-04";"25142/14";"4301/14";"2014-09-09";2014;8;"2014-08-01";27;17,0019077;51,0895706
"18870";2146;"";"";"Koœciuszki Tadeusza  65 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-08-07";"25595/14";"4303/14";"2014-09-09";2014;8;"2014-08-01";24;17,0376346;51,1016231
"18871";2147;"";"";"Niemcewicza Juliana Ursyna  30  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-08-08";"25762/14";"4304/14";"2014-09-09";2014;8;"2014-08-01";23;17,038621;51,1222904
"18872";2148;"";"";"Norwida Cypriana Kamila  32 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnêtrznej instalacji gazowej i c.o.w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-08-14";"26618/14";"4305/14";"2014-09-09";2014;8;"2014-08-01";19;17,0629679;51,1107641
"18873";2149;"";"";"Hallera Józefa Gen. Aleja 101 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazowej w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-07-31";"24816/14";"4306/14";"2014-09-09";2014;7;"2014-07-01";29;16,9943065;51,0904948
"18874";2150;"";"";"Daszyñskiego Ignacego  23 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu i c.o. w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-08-05";"25296/14";"4307/14";"2014-09-09";2014;8;"2014-08-01";26;17,0507721;51,12523
"18875";2151;"";"";"Stanis³awowska  53 ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku wielorodzinnego z us³ugami";"nowe";"2014-06-20";"19723/14";"4308/14";"2014-09-09";2014;6;"2014-06-01";58;16,9474719;51,097004
"18876";2152;"";"";"£ódzka  25 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-08-18";"26739/14";"4314/14";"2014-09-10";2014;8;"2014-08-01";18;17,037259;51,090575
"18877";2153;"";"";"Obornicka 131 ";"bud.biurowe";"przebudowa pomieszczeñ na potrzeby dyspozytorni zajezdniowej oraz pom.sanitarnych w budynku administracyjno-socjalnym";"przebudowa";"2014-08-12";"26129/14";"4315/14";"2014-09-10";2014;8;"2014-08-01";22;17,0212529;51,1479329
"18878";2154;"";"";"Skarbowców  27 ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego wielorodzinnego z us³ugami w parterze";"nowe";"2014-08-14";"26532/14";"4316/14";"2014-09-10";2014;8;"2014-08-01";20;16,996952;51,077022
"18879";2155;"";"";"Bezpieczna  75 ";"bud.o trzech i wiêcej mieszkaniach";"wyburzenie œcianki dzia³owej w mieszkaniu w budynku mieszkalnym wielorodzinnym";"przebudowa";"2014-07-09";"21919/14";"4319/14";"2014-09-10";2014;7;"2014-07-01";46;17,020301;51,139617
"18880";2156;"";"";"Powstañców Œl¹skich 192 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa spocznika klatki schodowej";"przebudowa";"2014-07-18";"23339/14";"4325/14";"2014-09-10";2014;7;"2014-07-01";39;17,009501;51,0803639
"18881";2157;"";"";"Gajowa  66 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu us³ugowego";"przebudowa";"2014-08-08";"25769/14";"4326/14";"2014-09-10";2014;8;"2014-08-01";24;17,040992;51,0898149
"18882";2158;"";"";"Wiosenna  16 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"inst.wewnêtrzna";"2014-07-17";"23116/14";"4331/14";"2014-09-10";2014;7;"2014-07-01";40;17,003048;51,072249
"18883";2159;"";"";"Siedlecka  18 ";"bud.o dwóch mieszkaniach";"odmowa";"nowe";"2014-07-11";"22428/14";"4335/14";"2014-09-10";2014;7;"2014-07-01";44;16,9208149;51,1670169
"18884";2160;"";"";"Œlê¿na  44-46 ";"bud.handlowo-uslugowe";"odmowa";"nowe";"2014-07-10";"22268/14";"4340/14";"2014-09-10";2014;7;"2014-07-01";45;17,030839;51,0928089
"18885";2161;"";"";"Dani³owskiego Gustawa Plac 2 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"przebudowa";"2014-06-06";"18229/14";"4344/14";"2014-09-11";2014;6;"2014-06-01";70;17,0602794;51,1379316
"18886";2162;"";"";"Macieja Œw.Plac  21  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2014-06-12";"18946/14";"4345/14";"2014-09-11";2014;6;"2014-06-01";66;17,0354308;51,1191377
"18887";2163;"";"";"Jednoœci Narodowej  93 ";"linie elektroener.i telekom.rozdzielcz.";"umorzenie";"nowe";"2014-08-12";"26078/14";"4347/14";"2014-09-11";2014;8;"2014-08-01";23;17,044137;51,1220129
"18888";2164;"";"";"Siedlecka  16 ";"bud.o dwóch mieszkaniach";"odmowa";"nowe";"2014-07-11";"22427/14";"4349/14";"2014-09-11";2014;7;"2014-07-01";45;16,9206979;51,166984
"18889";2165;"";"";"Przedœwit  11 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa ,nadbudowa budynku mieszkalnego wielorodzinnego";"przebudowa";"2014-07-21";"23490/14";"4350/14";"2014-09-11";2014;7;"2014-07-01";39;16,9451663;51,0953479
"18890";2166;"";"";"Kurpiów  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej niskiego napiêcia i z³¹czy kablowych dla zasilania budynków";"nowe";"2014-07-23";"23831/14";"4351/14";"2014-09-11";2014;7;"2014-07-01";37;17,027818;51,0531653
"18891";2167;"";"";"Lwowska  35 ";"bud.o trzech i wiêcej mieszkaniach";"remont pokrycia dachu budynku mieszkalnego";"remont";"2014-07-09";"21956/14";"4352/14";"2014-09-11";2014;7;"2014-07-01";47;17,0128479;51,098824
"18892";2168;"";"";"Hubska 102";"bud.handlowo-uslugowe";"budowa stacji diagnostycznej dla samochodów";"nowe";"2014-07-17";"23145/14";"4354/14";"2014-09-11";2014;7;"2014-07-01";41;17,0467411;51,0865468
"18893";2169;"";"";"Kleczkowska  38  ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnêtrznej instalacji gazowej w mieszkaniu";"inst.wewnêtrzna";"2014-07-08";"21752/14";"4355/14";"2014-09-11";2014;7;"2014-07-01";48;17,029397;51,126788
"18894";2170;"";"";"Strzegomska  36 ";"bud.biurowe";"monta¿ zewnêtrznych urz¹dzeñ technicznych wraz z instalacj¹ zasilaj¹c¹ oraz z zewn.os³on¹ zabezpieczaj¹c¹ urz¹dzenia";"urz¹dzenie";"2014-07-07";"21717/14";"4356/14";"2014-09-11";2014;7;"2014-07-01";49;17,0002825;51,1129418
"18895";2171;"";"";"Ofiar Oœwiêcimskich  ";"";"remont czêœci podwórza wraz z budowa instalacji oœwietlenie terenu";"";"2014-08-01";"25008/14";"4357/14";"2014-09-11";2014;8;"2014-08-01";30;17,0331679;51,108229
"18896";2172;"";"";"Wyszyñskiego Stefana Kardyna³a 134  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-08-27";"27758/14";"4358/14";"2014-09-11";2014;8;"2014-08-01";12;17,0542152;51,1257854
"18897";2173;"";"";"Wyszyñskiego Stefana Kardyna³a 134 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"inst.wewnêtrzna";"2014-08-05";"25281/14";"4361/14";"2014-09-11";2014;8;"2014-08-01";28;17,0542152;51,1257854
"18898";2174;"";"";"Œlê¿na 112 ";"bud.szpitali i zak³.opieki medycznej";"przebudowa lokali u¿ytkowych na przychodniê rehabilitacyjn¹ w budynku wielorodzinnym mieszkalno-us³ugowym";"przebudowa";"2014-07-03";"21295/14";"4362/14";"2014-09-11";2014;7;"2014-07-01";51;17,0252079;51,0819055
"18899";2175;"";"";"Metalowców 29-29A ";"";"przebudowa ogrodzenia wraz z wewn. lini¹  kablow¹ n/n zasileniem bram automatycznych";"przebudowa";"2014-08-01";"24977/14";"4363/14";"2014-09-11";2014;8;"2014-08-01";30;16,9555941;51,1317294
"18900";2176;"";"";"Staszica Stanis³awa Plac  30 ";"obiekty kulturalne ogólnodostêpne";"remont dachu budynku biurowo-mieszkalnego";"remont";"2014-07-22";"23541/14";"4364/14";"2014-09-11";2014;7;"2014-07-01";38;17,0273868;51,1254771
"18901";2177;"";"";"Kwidzyñska 8 ";"linie elektroener.i telekom.rozdzielcz.";"monta¿ zewnêtrznej instalacji gazowej-zmiana trasy";"przebudowa";"2014-07-07";"21723/14";"4365/14";"2014-09-11";2014;7;"2014-07-01";49;17,1015832;51,1278469
"18902";2178;"";"";"Zamkowa  ";"ulice i drogi pozosta³e";"przebudowa ul. zamkowej wraz z budow¹ wjazdu do parkingu narodowego forum muzyki";"przebudowa";"2014-08-01";"24956/14";"4367/14";"2014-09-11";2014;8;"2014-08-01";30;17,02916;51,1068599
"18903";2179;"";"";"Grodzka 5  ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"przebudowa";"2014-07-29";"24525/14";"4368/14";"2014-09-12";2014;7;"2014-07-01";34;17,032094;51,113473
"18904";2180;"";"";"Wolfkego Mieczys³awa 6 ";"bud.mieszkalne jednorodzinne";"umorzenie";"rozbudowa";"2014-07-23";"23716/14";"4369/14";"2014-09-12";2014;7;"2014-07-01";38;16,8742738;51,1575267
"18905";2181;"";"";"Trzebnicka  15 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"remont";"2014-08-06";"25507/14";"4370/14";"2014-09-12";2014;8;"2014-08-01";28;17,0364109;51,122057
"18906";2182;"";"";"Piastowska  27 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-08-19";"26835/14";"4372/14";"2014-09-12";2014;8;"2014-08-01";19;17,060935;51,114677
"18907";2183;"";"";"D³ugosza Jana  34 ";"bud.handlowo-uslugowe";"przebudowa i zmiana sposobu u¿ytkowania lokalu biurowego na lokal us³ugowy w pawilonie handlowo-us³ugowym z czêœci¹ biurow¹";"przebudowa";"2014-06-24";"20003/14";"4374/14";"2014-09-12";2014;6;"2014-06-01";59;17,0621923;51,1330068
"18908";2184;"";"";"Siemieñskiego Lucjana  18 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej";"inst.wewnêtrzna";"2014-08-13";"26253/14";"4376/14";"2014-09-12";2014;8;"2014-08-01";23;17,0339925;51,1280458
"18909";2185;"";"";"Gliniana  58 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa wewnêtrznej instalacji gazowej oraz monta¿ instalacji c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-07-21";"23374/14";"4377/14";"2014-09-12";2014;7;"2014-07-01";40;17,042216;51,09144
"18910";2186;"";"";"Rumiankowa  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa sieci gazowej œredniego ciœnienia w ulicy";"nowe";"2014-07-24";"23928/14";"4378/14";"2014-09-12";2014;7;"2014-07-01";37;16,9241552;51,1214057
"18911";2187;"";"";"Grunwaldzki Plac  23-27 ";"bud.biurowe";"przebudowa pomieszczeñ biurowych";"przebudowa";"2014-08-22";"27335/14";"4379/14";"2014-09-12";2014;8;"2014-08-01";16;17,0638543;51,112151
"18912";2188;"";"";"Wyspiañskiego Stan.Wyb.  27 ";"bud.szkó³ i instytucji badawczych";"wymiana stolarki okiennej w elewacji po³udniowej w budynku politechniki";"remont";"2014-08-28";"27950/14";"4380/14";"2014-09-12";2014;8;"2014-08-01";12;17,0385376;51,1078852
"18913";2189;"";"";"Zau³ek Wolski  5A ";"bud.biurowe";"budowa budynku biurowego z czœci¹ us³ugowo-handlow¹ wparterze i gara¿em podziemnym";"nowe";"2014-06-16";"19266/14";"4381/14";"2014-09-12";2014;6;"2014-06-01";65;17,032125;51,100184
"18914";2190;"";"";"Odolanowska  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa sieci gazowej niskiego ciœnienia z 6 przy³¹czami";"nowe";"2014-07-24";"23899/14";"4383/14";"2014-09-12";2014;7;"2014-07-01";37;17,1406031;51,1636189
"18915";2191;"";"";"Wietrzna  ";"linie elektroener.i telekom.rozdzielcz.";"budowa oœwietlenia ulicznego";"nowe";"2014-08-13";"26281/14";"4384/14";"2014-09-12";2014;8;"2014-08-01";23;16,9940682;51,0734919
"18916";2192;"";"";"Królewiecka  ";"bud.niemieszkalne pozosta³e";"umorzenie";"nowe";"2014-07-23";"23816/14";"4385/14";"2014-09-12";2014;7;"2014-07-01";38;16,9304529;51,1488144
"18917";2193;"";"";"Wincentego Œw.  22 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego wraz z instalacjami w budynku mieszkalnym wielorodzinnym";"przebudowa";"2014-07-22";"23690/14";"4386/14";"2014-09-12";2014;7;"2014-07-01";39;17,0352546;51,1230254
"18918";2194;"";"";"Podwale  65 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji frontowej i dacu oraz przebudowa elewacji podwórzowych budynku mieszkalnego wielorodzinnego";"przebudowa";"2014-07-23";"23750/14";"4388/14";"2014-09-12";2014;7;"2014-07-01";38;17,0395657;51,1032944
"18919";2195;"";"";"Robotnicza 46-46B ";"ulice i drogi pozosta³e";"umorzenie";"nowe";"2014-08-05";"25351/14";"4390/14";"2014-09-12";2014;8;"2014-08-01";29;17,0006579;51,111007
"18920";2196;"";"";"Koœciuszki Tadeusza 152 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2014-08-22";"27256/14";"4392/14";"2014-09-12";2014;8;"2014-08-01";16;17,0498136;51,0993112
"18921";2197;"";"";"  ";"bud.o trzech i wiêcej mieszkaniach";"budowa zespo³u budynków mieszkalnych wielorodzinnych";"nowe";"2012-02-13";"gru-11";"4394/14";"2014-09-12";2012;2;"2012-02-01";675;17,0385376;51,1078852
"18922";2198;"";"";"Powstañców Wielkopolskich Plac 5 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"przebudowa";"2014-08-13";"26400/14";"4397/14";"2014-09-15";2014;8;"2014-08-01";24;17,0349909;51,1240789
"18923";2199;"";"";"Osadnicza  15 ";"bud.mieszkalne jednorodzinne";"umorzenie";"inst.wewnêtrzna";"2014-09-05";"28894/14";"4399/14";"2014-09-15";2014;9;"2014-09-01";7;17,1418469;51,110828
"18924";2200;"";"";"Walecznych 4 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2014-08-27";"27714/14";"4401/14";"2014-09-15";2014;8;"2014-08-01";14;17,058713;51,1203519
"18925";2201;"";"";"Jutrzenki 2 ";"bud.mieszkalne jednorodzinne";"budowa budynku nieszkalnego jednorodzinnego wolno stoj¹cego z wbudowanym gara¿em";"nowe";"2014-07-16";"23030/14";"4403/14";"2014-09-15";2014;7;"2014-07-01";44;16,980599;51,0653689
"18926";2202;"";"";"Szkolna  12 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2014-06-24";"19989/14";"4404/14";"2014-09-15";2014;6;"2014-06-01";60;16,8481229;51,1307229
"18927";2203;"";"";"Tarnogórska 1 ";"bud.handlowo-uslugowe";"przebudowa pomieszczenia by³ego wêz³a cieplnego wraz z wym.witryn na sklep spo¿ywczy w budynku us³ugowym";"przebudowa";"2014-09-02";"28469/14";"4405/14";"2014-09-15";2014;9;"2014-09-01";10;17,08561;51,075176
"18928";2204;"";"";"Birmañska 3 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-08-20";"26958/14";"4406/14";"2014-09-15";2014;8;"2014-08-01";19;17,0841749;51,06172
"18929";2205;"";"";"Stein Edyty B³ogos³awionej 6  ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja  gazu";"inst.wewnêtrzna";"2014-08-18";"26689/14";"4407/14";"2014-09-15";2014;8;"2014-08-01";21;17,0497834;51,1217103
"18930";2206;"";"";"Brzeska  21 ";"bud.o trzech i wiêcej mieszkaniach";"remont lokalu";"przebudowa";"2014-07-17";"23114/14";"4408/14";"2014-09-15";2014;7;"2014-07-01";43;17,0528071;51,0964515
"18931";2207;"";"";"Zieliñskiego Tadeusza  82";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2014-07-09";"22038/14";"4409/14";"2014-09-15";2014;7;"2014-07-01";49;17,019373;51,0966225
"18932";2208;"";"";"Partyzantów  14 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa budynku mieszkalnego wielorodzinnego z lokalem us³ugowym w parterze";"przebudowa";"2014-09-02";"28497/14";"4411/14";"2014-09-15";2014;9;"2014-09-01";10;17,093878;51,1080119
"18933";2209;"";"";"Roosevelta Franklina  25 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej i c.o  w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-09-01";"28187/14";"4412/14";"2014-09-15";2014;9;"2014-09-01";11;17,0421861;51,123478
"18934";2210;"";"";"Antoniego Œw.  23 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa parteru i piwnicy na lokal gastronomiczny w budynku";"przebudowa";"2014-06-16";"19250/14";"4414/14";"2014-09-15";2014;6;"2014-06-01";66;17,0242868;51,1096186
"18935";2211;"";"";"Gajowicka 172";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji budynku wielorodzinnego";"remont";"2014-08-26";"27616/14";"4417/14";"2014-09-16";2014;8;"2014-08-01";16;17,005177;51,086132
"18936";2212;"";"";"Rezedowa  ";"linie elektroener.i telekom.rozdzielcz.";"umorzenie";"nowe";"2014-08-26";"27538/14";"4418/14";"2014-09-16";2014;8;"2014-08-01";16;16,9237089;51,1187279
"18937";2213;"";"";"Zagony 5 ";"bud.o trzech i wiêcej mieszkaniach";"montaz instalacji gazowej dla kot³owni w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-07-15";"22714/14";"4423/14";"2014-09-16";2014;7;"2014-07-01";46;16,948161;51,0981059
"18938";2214;"";"";"Uniwersytecki Plac 1 ";"bud.szkó³ i instytucji badawczych";"remont czêœci pomieszczeñ zaplecza administracyjnego";"remont";"2014-08-29";"28139/14";"4426/14";"2014-09-16";2014;8;"2014-08-01";13;17,0338528;51,1139545
"18939";2215;"";"";"Jeleniogórska  96 ";"bud.mieszkalne jednorodzinne";"monta¿ wewnêtrznej instalacji gazowej w budynku mieszkalnym";"inst.wewnêtrzna";"2014-08-25";"27380/14";"4427/14";"2014-09-16";2014;8;"2014-08-01";17;16,8840643;51,1530889
"18940";2216;"";"";"Piastów Aleja 2-4 ";"ruroci¹gi gazu sieci rozdzielczej";"odmowa";"nowe";"2014-07-25";"24065/14";"4428/14";"2014-09-16";2014;7;"2014-07-01";38;16,9635026;51,0770464
"18941";2217;"";"";"Przedwioœnie  66 ";"bud.mieszkalne jednorodzinne";"umorzenie";"rozbudowa";"2014-03-14";"8156/14";"4431/14";"2014-09-16";2014;3;"2014-03-01";133;17,102898;51,167091
